"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.386710059E2,5.679156734E0,1.118665910E-1,1.352482615E0,5.839053397E0
1.386809429E2,8.488012953E0,2.690204519E-1,2.592013981E0,8.879035554E0
1.386908809E2,9.637891885E0,1.220719996E0,3.889443891E0,1.046455403E1
1.387008179E2,1.059502028E1,2.889491077E0,5.614784153E0,1.233407534E1
1.387107559E2,1.256044487E1,4.464200924E0,7.764631101E0,1.542670935E1
1.387206929E2,1.324227583E1,6.160059232E0,8.441058642E0,1.686877796E1
1.387306309E2,1.329901955E1,7.346958640E0,9.105805786E0,1.771319907E1
1.387405679E2,1.133935446E1,7.179091510E0,1.039673885E1,1.697682224E1
1.387505059E2,8.941298466E0,6.726695359E0,1.180463027E1,1.626482538E1
1.387604429E2,6.337860196E0,6.162484657E0,1.220909504E1,1.507337688E1
1.387703809E2,4.456090251E0,5.562205989E0,1.184702258E1,1.382558570E1
1.387803179E2,2.994329315E0,4.637314467E0,1.158980240E1,1.283721984E1
1.387902559E2,2.192607929E0,3.542401117E0,1.138782203E1,1.212594845E1
1.388001929E2,2.046680722E0,2.574461224E0,1.115098991E1,1.162589044E1
1.388101309E2,2.198441842E0,1.829824158E0,1.085614289E1,1.122663091E1
1.388200679E2,2.821980295E0,1.219730281E0,1.061001605E1,1.104643631E1
1.388300059E2,3.791027066E0,7.664552204E-1,1.052159913E1,1.120996824E1
1.388399429E2,4.741973488E0,4.167208269E-1,1.056247350E1,1.158558653E1
1.388498809E2,5.695573962E0,2.196424882E-1,1.057410362E1,1.201247156E1
1.388598179E2,6.207051550E0,1.854882254E-1,1.036711803E1,1.208466098E1
1.388697559E2,6.259706311E0,2.820302144E-2,1.008723053E1,1.187168641E1
1.388796929E2,5.897482996E0,-3.843382888E-1,9.647219363E0,1.131356986E1
1.388896309E2,5.584188597E0,-7.593482222E-1,9.203400493E0,1.079177245E1
1.388995679E2,5.255993738E0,-1.183391298E0,9.011768525E0,1.049942175E1
1.389095059E2,4.982743410E0,-1.552060949E0,9.649235483E0,1.097015818E1
1.389194429E2,4.672441031E0,-1.725139702E0,1.150655442E1,1.253828564E1
1.389293809E2,4.294508001E0,-3.233543000E0,1.581942326E1,1.670786496E1
1.389393179E2,6.230731019E0,-6.986530420E0,2.067316774E1,2.269390845E1
1.389492559E2,1.206339880E1,-1.309585687E1,2.176893595E1,2.812318670E1
1.389591929E2,1.775605968E1,-2.827125961E1,1.281463386E1,3.575970660E1
1.389691309E2,1.900929692E1,-5.033001164E1,-7.067142473E0,5.426239899E1
1.389790679E2,2.614634402E1,-7.288469175E1,-4.681663493E1,9.048539608E1
1.389890059E2,3.416741880E1,-7.801530072E1,-6.306378787E1,1.059756623E2
1.389989429E2,1.513790338E1,-5.137167206E1,-3.263752055E1,6.271692400E1
1.390088809E2,5.234138015E-1,-1.907103299E1,-1.172087709E1,2.239100759E1
1.390188179E2,7.077681495E0,-6.407562515E0,1.189988054E0,9.621148803E0
1.390287564E2,1.884991176E0,-1.011819738E-1,-1.031120154E0,2.150962180E0
1.390386934E2,4.451301966E0,4.517269376E0,-3.829636230E0,7.408503591E0
1.390486314E2,2.638780889E0,7.194890102E0,1.220503283E0,7.760105439E0
1.390585684E2,-2.851261396E0,8.438375355E0,1.585257200E0,9.047038774E0
1.390685064E2,-2.817169498E0,8.884266479E0,-2.849582661E0,9.746114928E0
1.390784434E2,8.646789417E-1,7.448648152E0,-4.778439941E0,8.891766823E0
1.390883814E2,5.040523256E0,6.094348807E0,-6.322836944E0,1.012552365E1
1.390983184E2,9.151367290E0,5.330687240E0,-7.468195978E0,1.295907793E1
1.391082564E2,1.172619104E1,4.516328559E0,-9.453033916E0,1.572452321E1
1.391181934E2,1.354970605E1,4.736404307E0,-1.086808759E1,1.800398255E1
1.391281314E2,1.266618475E1,6.374369625E0,-1.320229257E1,1.937434782E1
1.391380684E2,1.007461691E1,8.539259121E0,-1.571069663E1,2.052420134E1
1.391480064E2,7.656207935E0,9.359287262E0,-1.784154129E1,2.155305950E1
1.391579444E2,5.051751664E0,9.279616025E0,-1.899735222E1,2.173777496E1
1.391678814E2,3.810764634E0,7.033138576E0,-1.935625081E1,2.094400656E1
1.391778194E2,3.979712329E0,2.730467861E0,-1.938335850E1,1.997518841E1
1.391877564E2,2.905618283E0,-1.143006114E0,-1.973435517E1,1.997983620E1
1.391976944E2,9.279747587E-1,-3.672836126E0,-2.056280271E1,2.090884305E1
1.392076314E2,-5.091974661E-1,-4.636620403E0,-1.947534222E1,2.002614505E1
1.392175694E2,-1.306975490E0,-4.747820411E0,-1.753378596E1,1.821218366E1
1.392275064E2,-1.940169888E0,-4.427835043E0,-1.599346330E1,1.670810733E1
1.392374444E2,-2.051059409E0,-4.407216884E0,-1.533798808E1,1.608988141E1
1.392473814E2,-6.141698974E-1,-4.938791644E0,-1.547570171E1,1.625626682E1
1.392573194E2,2.714896726E0,-7.565185499E0,-1.563023660E1,1.757575011E1
1.392672564E2,7.748511497E0,-1.332662074E1,-1.333536584E1,2.038308693E1
1.392771944E2,1.318340372E1,-2.268427780E1,-7.154546653E0,2.719496517E1
1.392871314E2,1.850343909E1,-3.411559376E1,2.384279950E0,3.888361848E1
1.392970694E2,2.284113287E1,-4.848887780E1,1.632435138E1,5.603010859E1
1.393070064E2,2.149635279E1,-5.985644975E1,2.866216469E1,6.975964051E1
1.393169444E2,1.202606784E1,-5.900136229E1,2.570660768E1,6.547225930E1
1.393268814E2,5.885552337E0,-4.161678557E1,1.859077193E1,4.595882254E1
1.393368194E2,7.881637979E0,-1.869914773E1,1.304055624E1,2.412124479E1
1.393467564E2,5.338276926E0,-7.604144327E0,6.698205385E0,1.145365299E1
1.393566944E2,3.347470150E0,-2.350891764E0,5.840407155E0,7.130400004E0
1.393666314E2,4.576270413E0,1.633672292E0,5.963781651E0,7.692712631E0
1.393765694E2,6.509081873E0,2.793650535E0,4.759451108E0,8.533756792E0
1.393865064E2,9.040465490E0,2.089832881E0,2.803979056E0,9.693282018E0
1.393964444E2,1.189457331E1,6.313151032E-1,1.277657551E0,1.197964281E1
1.394063814E2,1.365196684E1,-1.091229020E0,-1.533128250E-1,1.369636755E1
1.394163194E2,1.311277053E1,-2.374535565E0,-8.517405152E-2,1.332630574E1
1.394262564E2,9.535298393E0,-2.935468318E0,2.513596387E0,1.028868585E1
1.394361944E2,6.718961247E0,-1.956718093E0,4.552172576E0,8.348380746E0
1.394461314E2,5.715563838E0,9.287617940E-1,5.949524969E0,8.302235592E0
1.394560694E2,5.352063491E0,5.070435272E0,6.721619976E0,9.976676428E0
1.394660064E2,5.811945248E0,8.134129522E0,7.971084006E0,1.278596695E1
1.394759444E2,7.144550253E0,9.595900106E0,9.287004567E0,1.514510980E1
1.394858814E2,8.580534031E0,1.079865307E1,9.981773654E0,1.702563590E1
1.394958194E2,8.176431788E0,1.063959828E1,1.102337443E1,1.736576725E1
1.395057564E2,6.107143099E0,9.441299139E0,1.166374512E1,1.620118133E1
1.395156944E2,4.007814925E0,8.086216267E0,1.150987213E1,1.462623090E1
1.395256314E2,2.740530335E0,6.851594809E0,1.104140140E1,1.328033895E1
1.395355694E2,1.764320432E0,5.837812160E0,1.050327278E1,1.214543604E1
1.395455064E2,1.103959066E0,5.032773941E0,9.907408766E0,1.116710740E1
1.395554444E2,6.479463387E-1,4.384761237E0,9.534526561E0,1.051442639E1
1.395653814E2,4.530804949E-1,3.868596228E0,9.275807149E0,1.006041336E1
1.395753194E2,5.376432201E-1,3.451831840E0,9.196780275E0,9.837935287E0
1.395852574E2,8.372631016E-1,3.114779618E0,9.243598931E0,9.790147229E0
1.395951944E2,1.365218436E0,2.832484818E0,9.301183480E0,9.818289349E0
1.396051324E2,1.710997041E0,2.577750868E0,9.371117349E0,9.868644830E0
1.396150694E2,1.818123002E0,2.157141788E0,9.433586077E0,9.846389096E0
1.396250074E2,1.756408419E0,1.617840225E0,9.455828301E0,9.752695339E0
1.396349444E2,1.909918733E0,1.294465664E0,9.411533303E0,9.690221362E0
1.396448824E2,2.480439166E0,1.006334465E0,9.234165618E0,9.614317561E0
1.396548194E2,3.516364051E0,3.564021197E-1,9.066600205E0,9.731139598E0
1.396647574E2,5.653181648E0,-1.317600173E0,9.414689630E0,1.106033064E1
1.396746944E2,8.978894309E0,-5.291608543E0,7.616666139E0,1.290872833E1
1.396846324E2,1.429226970E1,-1.477363237E1,-2.515933519E0,2.070891373E1
1.396945694E2,2.387999130E1,-3.017403480E1,-2.086327008E1,4.377216466E1
1.397045074E2,3.175832853E1,-4.445631979E1,-3.960303725E1,6.747856222E1
1.397144444E2,2.495441016E1,-4.431277767E1,-3.961587306E1,6.446520185E1
1.397243824E2,9.179326336E0,-2.757797163E1,-2.017883945E1,3.538347231E1
1.397343194E2,5.465768446E0,-1.273618411E1,-6.090482628E0,1.513865876E1
1.397442574E2,3.130617971E0,-5.110928410E0,-3.791194881E0,7.091933215E0
1.397541944E2,2.354658540E0,-4.689478648E-1,-4.508376346E0,5.107816189E0
1.397641324E2,2.159054559E0,2.755514410E0,-4.745779733E0,5.897185899E0
1.397740694E2,-1.249240083E-1,4.672027633E0,-2.045820012E0,5.101845522E0
1.397840074E2,-1.172125833E0,5.711852610E0,-2.491538643E0,6.340891421E0
1.397939444E2,-1.099075983E0,6.528309857E0,-4.343556200E0,7.917908693E0
1.398038824E2,-1.715327489E0,6.686206314E0,-6.043424821E0,9.174458395E0
1.398138194E2,4.112557268E-1,6.624467318E0,-7.230355219E0,9.814822215E0
1.398237574E2,5.033865032E0,6.371706803E0,-7.909762502E0,1.133590700E1
1.398336944E2,8.320627050E0,5.233196613E0,-7.622696958E0,1.243883798E1
1.398436324E2,9.269606761E0,5.414016495E0,-7.522785584E0,1.310837469E1
1.398535694E2,8.163377879E0,5.385004365E0,-7.227265550E0,1.216027869E1
1.398635074E2,4.754655806E0,4.720505728E0,-8.086081197E0,1.050117304E1
1.398734444E2,2.073050787E0,3.537302930E0,-9.074995637E0,9.958192476E0
1.398833824E2,1.298318102E0,1.626046792E0,-9.894122722E0,1.011055500E1
1.398933194E2,2.359352685E0,-2.912868538E0,-1.165580694E1,1.224374059E1
1.399032574E2,5.045243713E0,-7.540219057E0,-1.567077184E1,1.810752544E1
1.399131944E2,7.179535314E0,-9.664035956E0,-1.811252232E1,2.174862715E1
1.399231324E2,7.342943941E0,-1.081752437E1,-1.922961649E1,2.325329675E1
1.399330694E2,5.729858526E0,-1.124668544E1,-1.949280201E1,2.322258690E1
1.399430074E2,2.897523397E0,-1.104267492E1,-1.860055432E1,2.182468631E1
1.399529444E2,1.090566676E0,-1.055517384E1,-1.792961439E1,2.083439711E1
1.399628824E2,6.137310639E-3,-9.018055451E0,-1.799423080E1,2.012753597E1
1.399728204E2,-7.352315274E-1,-6.849852923E0,-1.825001608E1,1.950702790E1
1.399827574E2,-9.567981698E-2,-5.060171070E0,-1.902033529E1,1.968216554E1
1.399926954E2,1.785442037E0,-5.096196935E0,-1.910162562E1,1.985021732E1
1.400026324E2,3.611560230E0,-7.957476951E0,-1.744853940E1,1.951451598E1
1.400125704E2,5.025153850E0,-1.244907413E1,-1.392922660E1,1.934567062E1
1.400225065E2,6.666180185E0,-1.799730059E1,-3.621347299E0,1.953087154E1
1.400324445E2,1.292710623E1,-2.452202961E1,1.045244762E1,2.962589531E1
1.400423815E2,2.397340408E1,-3.065506418E1,1.970501852E1,4.362046330E1
1.400523195E2,3.219259422E1,-3.765043676E1,2.803056951E1,5.691775942E1
1.400622565E2,2.849816900E1,-4.115762010E1,2.307287908E1,5.512216503E1
1.400721945E2,1.815067540E1,-3.615622524E1,1.820550708E1,4.436395078E1
1.400821315E2,1.343308918E1,-2.353754327E1,1.739513327E1,3.220333042E1
1.400920695E2,1.234829620E1,-1.147751013E1,1.284232394E1,2.119289838E1
1.401020065E2,9.931467719E0,-4.269343339E0,1.101459425E1,1.543316656E1
1.401119445E2,4.276904958E0,-2.617886156E-1,1.104684866E1,1.184876849E1
1.401218815E2,9.913205695E-1,2.277302216E0,8.158523521E0,8.528207777E0
1.401318195E2,1.589711756E0,3.277525172E0,5.708467072E0,6.771702226E0
1.401417565E2,2.211118167E0,3.336661572E0,6.118924654E0,7.311880259E0
1.401516945E2,4.245403669E0,2.559528312E0,5.180129038E0,7.169963343E0
1.401616315E2,6.449687026E0,1.556686682E0,3.331977952E0,7.424541280E0
1.401715695E2,8.469061543E0,6.281973678E-1,2.627436998E0,8.889491579E0
1.401815065E2,9.272268414E0,-8.780471385E-2,3.391273981E0,9.873368747E0
1.401914445E2,8.604937971E0,4.650199977E-1,5.678241060E0,1.032005924E1
1.402013815E2,7.435155117E0,2.261029415E0,8.659784853E0,1.163553434E1
1.402113195E2,7.829479646E0,4.261909774E0,9.649903820E0,1.313717132E1
1.402212565E2,6.578092466E0,6.441599157E0,1.166019937E1,1.485684184E1
1.402311945E2,6.418510841E0,8.345617465E0,1.218894670E1,1.610642835E1
1.402411315E2,6.073786488E0,8.505537059E0,1.245255205E1,1.625733974E1
1.402510695E2,4.978162701E0,7.806029972E0,1.257562541E1,1.561609946E1
1.402610065E2,4.232642705E0,6.461653352E0,1.221727062E1,1.445440866E1
1.402709445E2,4.216923051E0,4.744880139E0,1.172605772E1,1.333404505E1
1.402808815E2,4.262143078E0,3.125966804E0,1.142713637E1,1.259035256E1
1.402908195E2,4.156860452E0,2.084867718E0,1.097166516E1,1.191652628E1
1.403007575E2,4.159842532E0,1.215805630E0,1.049068607E1,1.135063731E1
1.403106945E2,4.103936133E0,4.285530332E-1,1.022582591E1,1.102694269E1
1.403206325E2,4.102118819E0,-2.608707489E-1,1.009869809E1,1.090317089E1
1.403305695E2,3.915625384E0,-9.962885101E-1,1.021192357E1,1.098217173E1
1.403405075E2,3.665899282E0,-1.482232330E0,1.075992111E1,1.146349565E1
1.403504445E2,3.457321498E0,-1.335808110E0,1.215108248E1,1.270378922E1
1.403603825E2,3.793113644E0,-1.652047167E0,1.352492555E1,1.414357035E1
1.403703195E2,5.760749366E0,-4.662281786E0,1.293387613E1,1.490665142E1
1.403802575E2,1.015029275E1,-1.165774821E1,9.446637062E0,1.811547648E1
1.403901945E2,1.524750827E1,-1.934379858E1,-2.163143517E0,2.472545736E1
1.404001325E2,2.305914747E1,-3.098376424E1,-2.061715843E1,4.378110495E1
1.404100695E2,3.143993594E1,-4.391962492E1,-3.930919829E1,6.680281502E1
1.404200075E2,2.463384475E1,-4.893937068E1,-4.552090598E1,7.123230440E1
1.404299445E2,5.231523725E0,-3.494248828E1,-3.170085742E1,4.746883914E1
1.404398825E2,6.583438575E0,-1.608194687E1,-5.937063383E0,1.836353453E1
1.404498195E2,7.867185416E0,-6.709895723E0,-1.925220897E0,1.051768903E1
1.404597575E2,8.409893568E0,-1.134406030E0,-4.249420121E0,9.490561534E0
1.404696945E2,5.195306656E0,2.042934119E0,7.629189706E-1,5.634433105E0
1.404796325E2,-1.223077301E0,2.932125465E0,3.068700635E0,4.417035365E0
1.404895695E2,1.373084110E0,3.839756007E0,-4.223081338E-1,4.099686613E0
1.404995075E2,5.605821540E0,3.688323646E0,-4.572724954E0,8.120269698E0
1.405094445E2,8.168892388E0,3.404409751E0,-7.663785342E0,1.170702415E1
1.405193825E2,7.481946875E0,1.908683217E0,-1.000526192E1,1.263834905E1
1.405293195E2,6.596824021E0,2.111317890E0,-1.004336472E1,1.220020185E1
1.405392575E2,4.787251110E0,5.775691926E0,-8.071682428E0,1.101945768E1
1.405491945E2,3.695343813E0,9.216809328E0,-7.606027715E0,1.250826917E1
1.405591325E2,2.789394346E0,1.209211214E1,-7.579150988E0,1.454109440E1
1.405690695E2,1.770757924E0,1.348310159E1,-7.087016575E0,1.533477799E1
1.405790075E2,4.278173804E-2,1.322791740E1,-6.579557194E0,1.477397042E1
1.405889445E2,-7.794391090E-1,1.086281223E1,-5.927847002E0,1.239949938E1
1.405988825E2,4.743600476E-1,5.964213175E0,-6.777605311E0,9.040618895E0
1.406088195E2,2.221780565E0,2.080494878E0,-9.468721411E0,9.945926451E0
1.406187575E2,3.906503143E0,-3.875908756E-1,-1.246424765E1,1.306784079E1
1.406286945E2,4.043677652E0,-2.635679233E0,-1.500819226E1,1.576527731E1
1.406386325E2,2.982495135E0,-4.354146677E0,-1.691392965E1,1.771820777E1
1.406485705E2,1.322135566E0,-5.379540142E0,-1.750281560E1,1.835854157E1
1.406585075E2,-8.077405098E-1,-6.310139716E0,-1.731191687E1,1.844377330E1
1.406684455E2,-2.086494998E0,-6.819690061E0,-1.721769016E1,1.863626809E1
1.406783825E2,-2.836419117E0,-6.181878117E0,-1.677639612E1,1.810271684E1
1.406883205E2,-3.131728942E0,-5.233666145E0,-1.638459291E1,1.748295948E1
1.406982575E2,-3.571927510E0,-4.328482663E0,-1.602434829E1,1.697863853E1
1.407081955E2,-3.834606364E0,-4.267723076E0,-1.621839867E1,1.720331717E1
1.407181325E2,-3.473434378E0,-5.222945859E0,-1.615686023E1,1.733170627E1
1.407280705E2,-1.425450312E0,-6.859680923E0,-1.542990631E1,1.694606561E1
1.407380075E2,2.055349512E0,-9.926937296E0,-1.372372621E1,1.706192272E1
1.407479455E2,5.505778019E0,-1.419998543E1,-1.027162832E1,1.837007148E1
1.407578825E2,1.173936833E1,-1.831039911E1,-9.290085465E-1,2.177031330E1
1.407678205E2,2.264662173E1,-2.496682731E1,1.191358261E1,3.575115931E1
1.407777575E2,3.197815811E1,-3.414118117E1,2.432763542E1,5.272624293E1
1.407876955E2,2.730913770E1,-3.993545380E1,2.524562489E1,5.457078933E1
1.407976325E2,1.345741126E1,-3.817178387E1,1.199365906E1,4.221415472E1
1.408075705E2,7.633402625E0,-2.791759428E1,8.001042216E0,3.002794669E1
1.408175075E2,5.614110553E0,-1.621976458E1,8.961397101E0,1.936248017E1
1.408274455E2,3.438314247E0,-8.403248792E0,9.661286595E0,1.325809390E1
1.408373825E2,2.022679948E0,-3.570160189E0,1.004581938E1,1.085153284E1
1.408473205E2,8.991731286E-2,-9.570857066E-1,9.191791431E0,9.241922304E0
1.408572575E2,-1.554087009E0,4.725971121E-1,8.487789005E0,8.641822531E0
1.408671955E2,-1.378289886E0,7.809938836E-1,8.380176263E0,8.528598282E0
1.408771325E2,1.340618615E0,6.971810639E-1,8.370962221E0,8.506252301E0
1.408870705E2,4.442209546E0,2.467261881E-1,7.848169101E0,9.021521917E0
1.408970075E2,7.509812366E0,-9.584989786E-1,6.208079490E0,9.790620666E0
1.409069455E2,1.012714011E1,-1.699706068E0,4.250984251E0,1.111390277E1
1.409168825E2,1.092040262E1,-1.518260827E0,2.340612359E0,1.127114793E1
1.409268205E2,1.009760934E1,-1.583195034E-1,1.258791509E0,1.017700032E1
1.409367585E2,7.944436491E0,2.150983647E0,1.741078627E0,8.412618890E0
1.409466955E2,3.762007334E0,5.459116069E0,3.488650002E0,7.491683808E0
1.409566335E2,1.326965658E0,7.590244326E0,4.734334978E0,9.043593007E0
1.409665705E2,1.075227383E0,9.382005449E0,4.926018401E0,1.065099983E1
1.409765085E2,3.421328670E-1,1.040795264E1,5.393795069E0,1.172755552E1
1.409864455E2,8.660957220E-1,1.097378887E1,5.616007390E0,1.235773859E1
1.409963835E2,1.600783751E0,1.097836958E1,6.110898181E0,1.266610374E1
1.410063205E2,1.546901658E0,1.035871558E1,6.804583780E0,1.248992609E1
1.410162585E2,7.762935993E-1,9.469185680E0,7.251687616E0,1.195219990E1
1.410261964E2,-3.065844271E-1,8.638082328E0,7.408267280E0,1.138388705E1
1.410361344E2,-1.385088444E0,8.064766341E0,7.465443109E0,1.107663157E1
1.410460714E2,-2.123224576E0,7.659300528E0,7.355356411E0,1.082932293E1
1.410560094E2,-2.563863730E0,7.272680874E0,6.952010213E0,1.038247226E1
1.410659464E2,-2.631318380E0,7.022364496E0,6.565043235E0,9.966806520E0
1.410758844E2,-2.506554000E0,6.825716786E0,6.259329166E0,9.594395458E0
1.410858214E2,-1.949779787E0,6.676920936E0,6.087062007E0,9.243118428E0
1.410957594E2,-1.071196459E0,6.170684207E0,5.909195554E0,8.610656045E0
1.411056964E2,-1.116470280E0,4.653237020E0,5.697022902E0,7.440106894E0
1.411156344E2,-1.408420004E0,3.212654699E0,5.204130689E0,6.275967921E0
1.411255714E2,-1.694014388E0,1.056554446E0,4.647656438E0,5.058330002E0
1.411355094E2,-7.429495597E-1,-2.179228038E0,4.502622685E0,5.057135546E0
1.411454464E2,3.808427795E0,-7.777526550E0,1.598467961E0,8.806199028E0
1.411553844E2,1.371711418E1,-1.825576273E1,-5.254219692E0,2.343157952E1
1.411653214E2,2.960670286E1,-3.031896857E1,-1.246193215E1,4.417121758E1
1.411752594E2,4.038000123E1,-3.466205582E1,-1.861187921E1,5.637734173E1
1.411851964E2,2.666440265E1,-2.722872445E1,-1.123757665E1,3.973256766E1
1.411951344E2,1.074337232E1,-1.679263500E1,2.147028006E0,2.005049547E1
1.412050714E2,5.122758497E0,-1.112421083E1,6.555754348E0,1.389131514E1
1.412150094E2,1.609009614E0,-7.251039160E0,6.959287072E0,1.017831800E1
1.412249464E2,-3.472817789E-1,-3.695476545E0,5.941222508E0,7.005374824E0
1.412348844E2,-1.140894977E0,-1.345088226E0,2.992158244E0,3.473314647E0
1.412448214E2,-1.569544270E0,1.170029606E0,5.078435433E-1,2.022459780E0
1.412547594E2,-9.732243142E-1,3.829728032E0,-1.200332217E0,4.129743308E0
1.412646964E2,-1.309122295E0,5.603610708E0,-2.950641843E0,6.466880348E0
1.412746344E2,-1.775447391E0,5.740563024E0,-3.846071877E0,7.134321702E0
1.412845724E2,-1.488753145E0,6.155424728E0,-4.508162630E0,7.773620123E0
1.412945094E2,-9.201856828E-1,7.101474985E0,-5.875233171E0,9.262615908E0
1.413044474E2,3.021852744E-1,7.381750742E0,-6.540700107E0,9.867234559E0
1.413143844E2,2.347733683E0,7.149927353E0,-7.320601730E0,1.049878680E1
1.413243224E2,4.350181096E0,6.914719595E0,-7.899339255E0,1.136384545E1
1.413342594E2,5.915742096E0,6.817237739E0,-8.185396739E0,1.218488632E1
1.413441974E2,5.480943140E0,6.453050929E0,-8.038334588E0,1.167464890E1
1.413541344E2,3.774364547E0,6.428545833E0,-7.606713009E0,1.065054515E1
1.413640724E2,7.158845526E-1,6.830812050E0,-6.848528529E0,9.699217853E0
1.413740094E2,-1.966553402E0,7.078837489E0,-6.960108606E0,1.012029566E1
1.413839474E2,-2.901941846E0,6.892289675E0,-7.904093626E0,1.088115892E1
1.413938844E2,-3.480341109E0,6.373924068E0,-8.873324000E0,1.146627930E1
1.414038224E2,-3.925274167E0,5.488598900E0,-1.011389149E1,1.215826041E1
1.414137594E2,-4.480657620E0,4.423941675E0,-1.140311367E1,1.302607208E1
1.414236974E2,-5.067269590E0,2.963612722E0,-1.239488798E1,1.371471726E1
1.414336344E2,-5.127996433E0,1.219613118E0,-1.290609133E1,1.394098264E1
1.414435724E2,-4.249802822E0,-4.196972059E-1,-1.304337694E1,1.372467310E1
1.414535094E2,-3.293600922E0,-1.715712821E0,-1.327225099E1,1.378202177E1
1.414634474E2,-2.534527080E0,-3.106615736E0,-1.438013464E1,1.492860211E1
1.414733844E2,-1.047374318E0,-5.300559461E0,-1.562551673E1,1.653329055E1
1.414833224E2,2.172847556E0,-7.687042058E0,-1.692132520E1,1.871211182E1
1.414932594E2,8.699376351E0,-1.292037491E1,-1.325525898E1,2.045280244E1
1.415031974E2,1.670362869E1,-1.980524213E1,-2.767825137E0,2.605608726E1
1.415131344E2,2.456820858E1,-2.653723039E1,1.249208858E1,3.826060307E1
1.415230724E2,2.759136409E1,-3.482023938E1,2.548559462E1,5.121765297E1
1.415330094E2,2.059376957E1,-3.805342687E1,2.349051996E1,4.923384171E1
1.415429474E2,8.118341455E0,-3.337799323E1,1.243973612E1,3.653416120E1
1.415528854E2,4.733756104E0,-2.440811650E1,7.497954213E0,2.596890285E1
1.415628224E2,3.299049357E0,-1.498555768E1,6.316589779E0,1.659367266E1
1.415727604E2,2.730690055E0,-8.055680353E0,6.881148391E0,1.094078870E1
1.415826974E2,3.493069328E0,-3.662566077E0,7.837582133E0,9.329716892E0
1.415926354E2,3.766483378E0,-1.030161284E0,9.318580116E0,1.010364116E1
1.416025724E2,3.527156256E0,7.385056758E-1,1.079315552E1,1.137885881E1
1.416125104E2,2.530448355E0,1.777022046E0,1.058940227E1,1.103160989E1
1.416224474E2,1.925348074E0,1.788912944E0,8.673148080E0,9.062597439E0
1.416323854E2,2.157429618E0,1.954002646E0,8.117133420E0,8.623252510E0
1.416423224E2,1.556764449E0,2.349641629E0,8.119357116E0,8.594666446E0
1.416522604E2,7.456331393E-1,2.365481152E0,6.733039588E0,7.175325216E0
1.416621974E2,1.363018713E0,2.503875391E0,4.913093716E0,5.680290648E0
1.416721354E2,1.375220244E0,3.242305638E0,3.565957795E0,5.011968831E0
1.416820724E2,4.751530762E-1,3.996949044E0,2.819356649E0,4.914279603E0
1.416920104E2,8.796921064E-1,5.219870809E0,1.910556080E0,5.627711257E0
1.417019474E2,1.487781484E0,6.534847044E0,1.999239045E0,6.993902801E0
1.417118854E2,1.126064976E0,7.396296861E0,2.860439186E0,8.009702986E0
1.417218224E2,7.357060289E-1,8.000310144E0,3.192561035E0,8.645153077E0
1.417317604E2,1.822385915E0,8.486273407E0,3.280627704E0,9.279032541E0
1.417416974E2,3.723281225E0,9.283277552E0,3.305654957E0,1.053420238E1
1.417516354E2,4.607596871E0,9.894039692E0,3.863245441E0,1.157785108E1
1.417615724E2,4.351592029E0,1.034285208E1,4.657554604E0,1.214922867E1
1.417715104E2,2.657360709E0,1.051767565E1,5.475452020E0,1.215169296E1
1.417814474E2,6.171940774E-1,1.060090959E1,5.639966356E0,1.202370297E1
1.417913854E2,-1.133137184E0,1.033035892E1,5.038089645E0,1.154914121E1
1.418013224E2,-2.551805602E0,9.776945105E0,4.029403137E0,1.087825616E1
1.418112604E2,-3.663144366E0,9.444686431E0,3.502677473E0,1.071865094E1
1.418211974E2,-3.954919258E0,9.320350068E0,3.073306195E0,1.058090368E1
1.418311354E2,-3.500011727E0,9.113054579E0,2.566268398E0,1.009373961E1
1.418410724E2,-3.213916236E0,8.068106856E0,2.333753283E0,8.992775444E0
1.418510104E2,-3.612504555E0,6.552248358E0,2.277310549E0,7.821015985E0
1.418609474E2,-3.982342699E0,5.181432382E0,2.167438881E0,6.885062542E0
1.418708854E2,-4.267817216E0,3.569676624E0,1.889002804E0,5.875813695E0
1.418808224E2,-4.003844081E0,1.438118597E0,1.242891176E0,4.432124885E0
1.418907604E2,-1.213525874E0,-3.039678565E0,-3.963520512E-1,3.296875153E0
1.419006984E2,6.547820846E0,-1.172986192E1,-2.314762988E0,1.363164503E1
1.419106354E2,2.037699457E1,-2.289357070E1,-3.594186690E0,3.085864004E1
1.419205734E2,3.488470610E1,-3.405895763E1,-5.169234506E0,4.902730157E1
1.419305104E2,3.664922504E1,-3.948799211E1,-5.190309041E0,5.412399214E1
1.419404484E2,1.937948531E1,-3.075307755E1,-2.997947572E0,3.647333162E1
1.419503854E2,8.859794127E0,-1.943253593E1,2.543948114E-1,2.135846720E1
1.419603234E2,4.340007817E0,-1.340762105E1,1.483505269E0,1.417041841E1
1.419702604E2,1.351231311E0,-8.730933774E0,1.509023688E0,8.962822273E0
1.419801984E2,-9.017453188E-1,-4.721662892E0,3.528602273E0,5.963076311E0
1.419901354E2,-1.889215497E0,-1.544956582E0,4.599796978E0,5.207125721E0
1.420000734E2,-3.117834496E0,5.935263026E-1,5.452774179E0,6.309192632E0
1.420100104E2,-3.828413285E0,1.923436326E0,4.660118024E0,6.330328236E0
