"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.221508125E1,7.084045020E-1,-4.082246472E0,-2.216117186E1,2.254515716E1
2.222501825E1,9.368094631E-1,-4.030349509E0,-2.316490489E1,2.353155643E1
2.223495525E1,9.792560095E-1,-3.977790349E0,-2.405610710E1,2.440241888E1
2.224489325E1,1.015418699E0,-3.827927674E0,-2.450592170E1,2.482386561E1
2.225483025E1,1.171499158E0,-3.824178147E0,-2.407664486E1,2.440658879E1
2.226476725E1,1.143976460E0,-3.849792752E0,-2.260561638E1,2.295960536E1
2.227470425E1,5.613778724E-1,-3.900936886E0,-2.077714527E1,2.114762916E1
2.228464225E1,-8.468960971E-3,-4.110980274E0,-1.890539306E1,1.934719921E1
2.229457925E1,-3.156606214E-1,-4.140997540E0,-1.677949982E1,1.728580679E1
2.230451625E1,-5.341163988E-1,-3.728362748E0,-1.456593108E1,1.504500972E1
2.231445425E1,-6.952282400E-1,-3.528093565E0,-1.203925331E1,1.256480826E1
2.232439125E1,-9.632686255E-1,-3.752447721E0,-8.946804789E0,9.749567492E0
2.233432825E1,-7.118841069E-1,-4.111216502E0,-4.472812411E0,6.116774556E0
2.234426625E1,-1.870300631E-1,-5.119757121E0,1.860298676E0,5.450468273E0
2.235420325E1,1.032537885E0,-5.645884908E0,8.864356125E0,1.056025380E1
2.236414025E1,3.186530802E0,-4.830322870E0,1.534910130E1,1.640368582E1
2.237407725E1,4.428923210E0,-3.878874756E0,2.141018354E1,2.220488661E1
2.238401525E1,3.594775797E0,-3.284053588E0,2.737777933E1,2.780737712E1
2.239395225E1,2.081058695E0,-2.144681226E0,3.349708932E1,3.363012720E1
2.240388925E1,-1.364512457E-1,5.545033740E-1,3.759919644E1,3.760353263E1
2.241382725E1,-3.910990881E0,2.282287552E0,3.728602893E1,3.755998721E1
2.242376425E1,-7.636053752E0,1.828136652E0,3.491430237E1,3.578630898E1
2.243370125E1,-9.242585024E0,7.453477221E-1,3.243823107E1,3.373751260E1
2.244363825E1,-9.868951628E0,-4.545927311E-1,2.951410401E1,3.112370795E1
2.245357625E1,-9.821635959E0,-1.149005358E0,2.627909921E1,2.807803058E1
2.246351325E1,-8.496717119E0,-1.854096827E0,2.318955208E1,2.476665505E1
2.247345025E1,-6.691876359E0,-2.551680764E0,1.941493815E1,2.069376977E1
2.248338825E1,-5.059602136E0,-2.910219749E0,1.488019086E1,1.598402430E1
2.249332525E1,-3.948466271E0,-2.750693088E0,9.677455316E0,1.080786009E1
2.250326225E1,-3.269789890E0,-2.449132589E0,3.840072341E0,5.606775539E0
2.251319925E1,-3.088307519E0,-2.353667437E0,-1.609406347E0,4.203282352E0
2.252313725E1,-3.359071026E0,-2.368267204E0,-5.663608988E0,6.997750672E0
2.253307425E1,-3.627768419E0,-2.579844171E0,-8.856270595E0,9.912105150E0
2.254301125E1,-3.560227816E0,-3.052020868E0,-1.159417144E1,1.250659285E1
2.255294925E1,-3.002743751E0,-3.620694750E0,-1.387465922E1,1.465032658E1
2.256288625E1,-2.067681874E0,-4.257819939E0,-1.614002025E1,1.681976791E1
2.257282325E1,-1.034974785E0,-4.850317424E0,-1.822151208E1,1.888439182E1
2.258276125E1,-3.180391956E-1,-5.452893462E0,-1.984811625E1,2.058598831E1
2.259269825E1,8.785076067E-3,-5.835628225E0,-2.098589087E1,2.178215438E1
2.260263525E1,4.098732989E-1,-5.821280912E0,-2.207512891E1,2.283345405E1
2.261257225E1,6.780671006E-1,-5.615177085E0,-2.320794976E1,2.388721249E1
2.262251025E1,9.089094736E-1,-5.368903472E0,-2.407695125E1,2.468503236E1
2.263244725E1,9.545727195E-1,-5.078251830E0,-2.442736787E1,2.496790243E1
2.264238425E1,7.532937227E-1,-4.714095426E0,-2.416607685E1,2.463309598E1
2.265232225E1,5.480280943E-1,-4.429751176E0,-2.345788548E1,2.387876508E1
2.266225925E1,3.810226983E-1,-4.249466607E0,-2.242132617E1,2.282365028E1
2.267219625E1,4.416983780E-1,-4.270296143E0,-2.073717370E1,2.117689542E1
2.268213325E1,9.767311817E-1,-4.175270995E0,-1.858933936E1,1.907748489E1
2.269207125E1,2.038389809E0,-3.617295179E0,-1.647094693E1,1.698622825E1
2.270200825E1,3.305997019E0,-2.837014071E0,-1.430913307E1,1.495759186E1
2.271194525E1,4.470016857E0,-2.336796028E0,-1.137540839E1,1.244353577E1
2.272188325E1,4.829937246E0,-2.568324571E0,-6.727892869E0,8.671166436E0
2.273182025E1,3.560352362E0,-3.649064856E0,4.190243375E-1,5.115404642E0
2.274175725E1,9.954065307E-1,-4.926377420E0,9.548390309E0,1.079035616E1
2.275169525E1,-1.008075327E0,-5.712994571E0,1.969095011E1,2.052773829E1
2.276163225E1,-1.244785820E0,-4.686093110E0,3.046954840E1,3.085291462E1
2.277156925E1,-2.067621940E0,-3.018160519E0,3.811025712E1,3.828545483E1
2.278150625E1,-4.655005218E0,-1.375830547E0,3.892004270E1,3.922157196E1
2.279144425E1,-7.353550791E0,8.938813984E-1,3.455706789E1,3.534210909E1
2.280138125E1,-9.027913272E0,2.964005947E0,2.731544334E1,2.892096115E1
2.281131825E1,-9.246945877E0,6.005785124E0,1.908695145E1,2.204284870E1
2.282125625E1,-1.005111111E1,7.958922383E0,1.051191497E1,1.657919287E1
2.283119325E1,-1.037560000E1,7.103821473E0,4.333444026E0,1.330022902E1
2.284113025E1,-9.033044788E0,4.236449243E0,4.853008313E0,1.109482267E1
2.285106725E1,-7.567510936E0,1.140550795E0,9.811833687E0,1.244347854E1
2.286100525E1,-5.822673719E0,-1.989101289E0,1.380934582E1,1.511813762E1
2.287094225E1,-3.078148859E0,-4.289852156E0,1.547715182E1,1.635298322E1
2.288087925E1,-2.908556728E-2,-5.372994184E0,1.414658398E1,1.513260555E1
2.289081725E1,2.401215387E0,-5.674478962E0,1.088487962E1,1.250784359E1
2.290075425E1,3.769329510E0,-5.540573046E0,6.723399868E0,9.492623474E0
2.291069162E1,4.239131653E0,-5.001886609E0,2.458589290E0,7.002411593E0
2.292062862E1,4.301075009E0,-4.379490849E0,-1.282150551E0,6.270813054E0
2.293056662E1,3.757944689E0,-3.977305615E0,-4.387788048E0,7.013828640E0
2.294050362E1,3.017748875E0,-3.568466835E0,-6.943341715E0,8.369633087E0
2.295044062E1,2.396536884E0,-3.069717759E0,-9.298440551E0,1.008104919E1
2.296037862E1,1.960221306E0,-2.280795489E0,-1.172618636E1,1.210569875E1
2.297031562E1,1.525568385E0,-1.388527630E0,-1.440586005E1,1.455280631E1
2.298025262E1,8.564710589E-1,-5.485786097E-1,-1.703667907E1,1.706701248E1
2.299019062E1,1.343872882E-2,1.754214397E-1,-1.909481478E1,1.909562528E1
2.300012762E1,-9.985700206E-1,5.615401326E-1,-2.024030070E1,2.027269696E1
2.301006462E1,-1.735375984E0,7.050663266E-1,-2.045871058E1,2.054428112E1
2.302000162E1,-2.100666602E0,6.007403049E-1,-2.022225386E1,2.033994199E1
2.302993962E1,-1.992682562E0,2.877113691E-1,-1.982087992E1,1.992287235E1
2.303987662E1,-1.791441573E0,-1.562652303E-1,-1.938091086E1,1.946415648E1
2.304981362E1,-1.662144139E0,-7.747769777E-1,-1.889021720E1,1.897902285E1
2.305975162E1,-1.494799751E0,-1.553410048E0,-1.764859721E1,1.777977763E1
2.306968862E1,-1.390834795E0,-2.475286892E0,-1.545494175E1,1.571358302E1
2.307962562E1,-1.139016194E0,-3.079817947E0,-1.285566027E1,1.326840749E1
2.308956262E1,-8.589234542E-1,-3.466225930E0,-1.037496616E1,1.097234681E1
2.309950062E1,-5.521739164E-1,-3.583083997E0,-7.667190760E0,8.481108484E0
2.310943762E1,-3.029273591E-1,-3.533226836E0,-4.337319560E0,5.602481399E0
2.311937462E1,2.526003740E-1,-2.535122327E0,-1.914021724E-1,2.554855564E0
2.312931262E1,4.786767545E-1,-9.447807529E-1,4.774886003E0,4.890938402E0
2.313924962E1,1.030867482E0,1.415419998E0,9.580559936E0,9.739262303E0
2.314918662E1,8.427928135E-1,4.157277943E0,1.253168242E1,1.323012940E1
2.315912362E1,-6.587090892E-1,5.963581091E0,1.470974686E1,1.588631014E1
2.316906162E1,-3.129325737E0,6.817653476E0,1.731714077E1,1.887210754E1
2.317899862E1,-5.223284998E0,7.019181272E0,1.994057945E1,2.177563594E1
2.318893562E1,-6.069349036E0,6.022502899E0,2.189625323E1,2.350645537E1
2.319887362E1,-5.480626221E0,2.156048213E0,2.374683383E1,2.446626094E1
2.320881062E1,-4.088828682E0,-2.492702824E0,2.689575826E1,2.731874631E1
2.321874762E1,-3.078060274E0,-7.294236050E0,3.093081186E1,3.192797295E1
2.322868562E1,-2.273599613E0,-1.035547973E1,3.325220793E1,3.490149779E1
2.323862263E1,-1.492087520E0,-1.106474933E1,3.142144237E1,3.334609487E1
2.324855963E1,5.158295608E-1,-1.023443418E1,2.638907364E1,2.830888431E1
2.325849662E1,3.152934162E0,-8.095613912E0,2.014220080E1,2.193600263E1
2.326843463E1,5.269310771E0,-5.435440108E0,1.235578648E1,1.449051775E1
2.327837162E1,5.531710421E0,-3.434275575E0,4.226579728E0,7.762605561E0
2.328830862E1,4.493380576E0,-2.239029559E0,-1.967844760E0,5.392229165E0
2.329824662E1,3.311820846E0,-1.253454171E0,-6.216593621E0,7.154393120E0
2.330818362E1,1.907743569E0,-5.661249344E-1,-9.586683725E0,9.791041201E0
2.331812062E1,5.497082552E-1,-1.938591725E-1,-1.257649080E1,1.258999132E1
2.332805762E1,-1.237794889E-1,-2.998408332E-2,-1.521096785E1,1.521150102E1
2.333799562E1,-2.147340978E-1,-2.214451665E-1,-1.729301399E1,1.729576485E1
2.334793262E1,2.713415042E-2,-5.471201679E-1,-1.884812193E1,1.885608063E1
2.335786962E1,-6.960525513E-3,-9.676774992E-1,-2.002735914E1,2.005072474E1
2.336780762E1,7.626333341E-2,-1.318131685E0,-2.101091461E1,2.105235901E1
2.337774462E1,3.990569732E-1,-1.695677483E0,-2.180485423E1,2.187432825E1
2.338768162E1,6.615501782E-1,-2.229312217E0,-2.216302659E1,2.228468598E1
2.339761862E1,8.644707077E-1,-2.902454354E0,-2.180409877E1,2.201341123E1
2.340755662E1,6.571432780E-1,-3.572578597E0,-2.043500831E1,2.075535400E1
2.341749362E1,2.202186399E-1,-4.019744999E0,-1.828844165E1,1.872629018E1
2.342743062E1,-2.523574953E-1,-4.322040201E0,-1.587246219E1,1.645231812E1
2.343736862E1,-7.625868487E-1,-4.664241480E0,-1.345085069E1,1.425700079E1
2.344730562E1,-1.149761256E0,-4.760458583E0,-1.131980020E1,1.233376639E1
2.345724262E1,-1.472432251E0,-4.579108067E0,-9.730403607E0,1.085435589E1
2.346717962E1,-1.754596513E0,-4.268773528E0,-8.278962715E0,9.478515706E0
2.347711762E1,-1.976464725E0,-3.709920045E0,-6.924174542E0,8.100253863E0
2.348705462E1,-2.446499880E0,-2.927313207E0,-5.764811427E0,6.912855782E0
2.349699162E1,-2.535256520E0,-1.937562907E0,-4.486774392E0,5.505707955E0
2.350692962E1,-2.187268398E0,-7.492751507E-1,-2.525430567E0,3.423938645E0
2.351686662E1,-1.810869531E0,5.129688471E-1,6.602260762E-1,1.994563604E0
2.352680362E1,-1.396131057E0,2.093489876E0,4.488681169E0,5.145885777E0
2.353674162E1,-2.172490145E0,3.288575532E0,7.963963267E0,8.885896318E0
2.354667862E1,-5.235548948E0,3.542481809E0,1.084056474E1,1.254902363E1
2.355661562E1,-8.141252600E0,4.791900524E0,1.537929048E1,1.804895787E1
2.356655262E1,-9.107388042E0,7.583520613E0,2.072183528E1,2.387150518E1
2.357649062E1,-7.973288991E0,8.526982307E0,2.343469776E1,2.618144045E1
2.358642762E1,-4.604432358E0,7.522184490E0,2.418612345E1,2.574398229E1
2.359636462E1,-3.646037533E-1,4.779306791E0,2.276198496E1,2.326118373E1
2.360630262E1,2.303417928E0,8.024708529E-1,1.952476523E1,1.967653808E1
2.361623962E1,2.810147869E0,-3.588246211E0,1.715263872E1,1.774782964E1
2.362617662E1,2.838301920E0,-7.613367140E0,1.890210810E1,2.057447466E1
2.363611462E1,3.086006640E0,-1.037518485E1,2.311879141E1,2.552736598E1
2.364605162E1,3.911185008E0,-1.173123251E1,2.550776726E1,2.834722870E1
2.365598862E1,4.895986517E0,-1.108803294E1,2.527741971E1,2.803325000E1
2.366592562E1,5.040494605E0,-9.058003044E0,2.130245444E1,2.369068531E1
2.367586362E1,4.189073932E0,-6.616621524E0,1.493743978E1,1.686579758E1
2.368580062E1,3.112935699E0,-4.052121617E0,7.858181289E0,9.373423677E0
2.369573763E1,1.457944751E0,-1.823331702E0,2.559297055E-1,2.348540271E0
2.370567563E1,-8.407956239E-1,-3.238787368E-2,-6.697623003E0,6.750269635E0
2.371561263E1,-2.471335343E0,1.083427518E0,-1.151596727E1,1.182788297E1
2.372554962E1,-2.884472120E0,1.542542413E0,-1.397608736E1,1.435376725E1
2.373548662E1,-2.372497665E0,1.656408021E0,-1.550412853E1,1.577182406E1
2.374542462E1,-1.782753926E0,1.234249283E0,-1.704815716E1,1.718549520E1
2.375536162E1,-1.293348846E0,1.621257484E-1,-1.842403390E1,1.847008557E1
2.376529862E1,-5.517699834E-1,-1.156134137E0,-1.916259571E1,1.920536827E1
2.377523662E1,5.912353635E-1,-2.206551784E0,-1.903934342E1,1.917589705E1
2.378517362E1,1.609515544E0,-2.952531956E0,-1.848076709E1,1.878421512E1
2.379511062E1,2.274531367E0,-3.556686157E0,-1.821248515E1,1.869540383E1
2.380504762E1,2.590534928E0,-4.027891340E0,-1.816363751E1,1.878436870E1
2.381498562E1,2.562729078E0,-3.995483439E0,-1.793950905E1,1.855687078E1
2.382492262E1,2.043641485E0,-3.443608608E0,-1.796174601E1,1.840269629E1
2.383485962E1,1.447390527E0,-2.899238970E0,-1.799445768E1,1.828390092E1
2.384479762E1,9.268298008E-1,-2.971611128E0,-1.692610706E1,1.720995602E1
2.385473462E1,1.054896176E-2,-3.155495535E0,-1.439464275E1,1.473645151E1
2.386467162E1,-1.358166547E0,-3.060168086E0,-1.136447526E1,1.184738550E1
2.387460862E1,-2.592109583E0,-3.035872028E0,-7.647178665E0,8.626406702E0
2.388454662E1,-4.221956626E0,-2.708850997E0,-3.105924010E0,5.899962325E0
2.389448362E1,-5.305160635E0,-1.761954064E0,2.226838406E0,6.017310095E0
2.390442062E1,-4.846241330E0,-3.770069768E-1,8.688275996E0,9.955617966E0
2.391435762E1,-3.576318769E0,1.399326122E0,1.408954439E1,1.460354172E1
2.392429462E1,-2.928971770E0,3.343467439E0,1.634288004E1,1.693656926E1
2.393423162E1,-3.747688965E0,4.518776788E0,1.585516729E1,1.690712412E1
2.394416962E1,-4.606354338E0,5.394314886E0,1.401607296E1,1.570883301E1
2.395410662E1,-5.555500987E0,6.108630631E0,1.226312916E1,1.478388637E1
2.396404362E1,-6.035178493E0,6.909226720E0,1.140340603E1,1.463552057E1
2.397398062E1,-4.527666310E0,7.669620863E0,1.069672324E1,1.391914992E1
2.398391862E1,-1.816709438E0,7.096833465E0,8.693438503E0,1.136843663E1
2.399385562E1,1.255449095E0,4.763683323E0,7.135647283E0,8.671003020E0
2.400379262E1,3.832537327E0,6.549681138E-1,9.373866709E0,1.014823643E1
2.401373062E1,5.123503432E0,-3.308715974E0,1.562767552E1,1.677564100E1
2.402366762E1,4.670817551E0,-6.257556875E0,2.059283869E1,2.202359099E1
2.403360462E1,4.103310774E0,-7.531112019E0,2.204304874E1,2.365271243E1
2.404354162E1,4.143635512E0,-6.889039793E0,2.037179289E1,2.190065136E1
2.405347962E1,3.903335706E0,-5.405616385E0,1.604391541E1,1.737423207E1
2.406341662E1,2.682847845E0,-3.545475583E0,1.109490576E1,1.195261492E1
2.407335362E1,1.227230432E0,-1.512726291E0,6.126417861E0,6.428641472E0
2.408329162E1,-1.972492236E-1,1.967495973E-1,1.561886026E0,1.586538880E0
2.409322862E1,-1.414345864E0,1.291360647E0,-2.393625555E0,3.065522768E0
2.410316562E1,-2.463307116E0,1.929493311E0,-5.931392754E0,6.706134981E0
2.411310362E1,-2.980580172E0,2.051001960E0,-9.083699217E0,9.777732798E0
2.412304063E1,-2.550586458E0,1.631334722E0,-1.151376521E1,1.190518935E1
2.413297763E1,-1.326135938E0,9.846019726E-1,-1.318865686E1,1.329167963E1
2.414291463E1,6.566459723E-2,3.067877640E-1,-1.412390263E1,1.412738674E1
2.415285263E1,1.031523247E0,-3.280470707E-1,-1.464046437E1,1.468042411E1
2.416278962E1,1.612780191E0,-8.158438736E-1,-1.493397238E1,1.504294493E1
2.417272662E1,1.930371563E0,-1.249760631E0,-1.522071867E1,1.539345681E1
2.418266462E1,2.240115825E0,-1.671792191E0,-1.549434614E1,1.574445205E1
2.419260162E1,2.534472116E0,-2.043139648E0,-1.579292017E1,1.612495879E1
2.420253862E1,2.340798154E0,-2.379169045E0,-1.592971344E1,1.627561218E1
2.421247562E1,1.882886763E0,-2.559517495E0,-1.580437838E1,1.612063176E1
2.422241362E1,1.059886921E0,-2.423596482E0,-1.548590393E1,1.571020053E1
2.423235062E1,1.439658863E-1,-2.252461051E0,-1.480664692E1,1.497768674E1
2.424228762E1,-5.659799965E-1,-2.147566827E0,-1.330941356E1,1.349343788E1
2.425222562E1,-1.286503072E0,-1.893448589E0,-1.135226862E1,1.158077029E1
2.426216262E1,-1.844149544E0,-1.821849725E0,-9.245610958E0,9.602153193E0
2.427209962E1,-2.170308549E0,-1.828878517E0,-6.894019282E0,7.455369722E0
2.428203662E1,-2.098821367E0,-1.527865609E0,-4.300346446E0,5.023186639E0
2.429197462E1,-1.886511890E0,-1.164600540E0,-1.731730683E0,2.813203279E0
2.430191162E1,-1.992185549E0,-8.356154294E-1,9.250072968E-1,2.350041469E0
2.431184862E1,-2.050528190E0,-7.160319024E-1,3.726455094E0,4.313216330E0
2.432178662E1,-1.841154308E0,1.173985686E-2,6.110171372E0,6.381550063E0
2.433172362E1,-1.759311853E0,1.300137756E0,7.562524431E0,7.872567062E0
2.434166062E1,-1.237839474E0,1.949650710E0,9.326824690E0,9.608488084E0
2.435159862E1,-5.626687549E-1,2.978012367E0,1.211733235E1,1.249059234E1
2.436153562E1,-2.008638006E0,3.831233690E0,1.507226488E1,1.568075721E1
2.437147262E1,-4.747307318E0,4.071853046E0,1.770474685E1,1.877697992E1
2.438140962E1,-5.833194614E0,5.313136822E0,1.960544043E1,2.113359593E1
2.439134762E1,-5.842286450E0,5.676055956E0,1.896731859E1,2.064241014E1
2.440128462E1,-3.942144553E0,4.734510687E0,1.650595421E1,1.761824677E1
2.441122162E1,-2.329731129E0,3.178677699E0,1.329984985E1,1.387146874E1
2.442115962E1,-1.613040977E0,8.348471783E-2,1.196667065E1,1.207518436E1
2.443109662E1,-1.934633744E0,-2.943804694E0,1.392590655E1,1.436452809E1
2.444103362E1,-1.892232952E0,-6.162463607E0,1.641458678E1,1.763505494E1
2.445097062E1,7.796697085E-1,-8.198765813E0,1.912136348E1,2.081956261E1
2.446090862E1,4.007220263E0,-8.117594765E0,1.910873584E1,2.114466704E1
2.447084562E1,5.407737755E0,-6.776497849E0,1.453425438E1,1.692362553E1
2.448078262E1,5.228090824E0,-5.179877608E0,8.605037373E0,1.132301788E1
2.449072062E1,4.979539720E0,-3.699622806E0,2.862842392E0,6.832195203E0
2.450065762E1,4.454598919E0,-2.497343466E0,-2.217903276E0,5.567698883E0
2.451059462E1,3.204995432E0,-1.300252361E0,-6.502634733E0,7.365250192E0
2.452053162E1,1.846805203E0,-1.809458891E-1,-9.627653410E0,9.804852934E0
2.453046962E1,8.656864900E-1,4.573646767E-1,-1.165514035E1,1.169619136E1
2.454040662E1,2.582606249E-1,9.013743129E-1,-1.305375926E1,1.308739107E1
2.455034362E1,1.390108827E-1,1.206225041E0,-1.404624342E1,1.409862607E1
2.456028162E1,2.567884239E-1,1.254878406E0,-1.498354624E1,1.503819531E1
2.457021862E1,3.374997160E-1,1.103913531E0,-1.599139806E1,1.603300792E1
2.458015563E1,4.250522687E-1,7.106872550E-1,-1.669434214E1,1.671486779E1
2.459009263E1,5.742688998E-1,2.336886513E-1,-1.727688035E1,1.728800133E1
2.460003063E1,5.480048151E-1,-4.271807648E-1,-1.779018169E1,1.780374560E1
2.460996763E1,3.536961745E-1,-1.149799117E0,-1.794561822E1,1.798589315E1
2.461990462E1,-2.517869532E-2,-1.837280820E0,-1.717540193E1,1.727340922E1
2.462984262E1,-3.994788132E-1,-2.290292391E0,-1.570697429E1,1.587810013E1
2.463977962E1,-9.547700630E-1,-2.581941275E0,-1.411751279E1,1.438339925E1
2.464971662E1,-1.473352603E0,-2.803581446E0,-1.270947520E1,1.309815241E1
2.465965462E1,-1.859822128E0,-3.074594044E0,-1.146131100E1,1.201139945E1
2.466959162E1,-2.012049564E0,-3.282174878E0,-1.013635649E1,1.084281967E1
2.467952862E1,-1.715554361E0,-3.288668795E0,-8.649865052E0,9.411622317E0
2.468946562E1,-1.158356810E0,-3.348515632E0,-6.988358844E0,7.835273241E0
2.469940362E1,-7.881309219E-1,-3.583218191E0,-4.562451396E0,5.854619176E0
2.470934062E1,-6.585610816E-1,-3.721980219E0,-5.362206656E-1,3.817639592E0
2.471927762E1,-2.823829111E-1,-3.371152543E0,4.636560761E0,5.739521345E0
2.472921562E1,3.484659863E-1,-2.367933913E0,9.701586775E0,9.992463435E0
2.473915262E1,3.058132387E-2,-1.150433467E0,1.296196499E1,1.301295388E1
2.474908962E1,-9.282093052E-1,6.432242004E-1,1.553193555E1,1.557293588E1
2.475902662E1,-1.995422422E0,3.600315157E0,1.869429688E1,1.914211890E1
2.476896462E1,-3.236649041E0,6.565938444E0,2.079783038E1,2.204851907E1
2.477890162E1,-4.546112521E0,9.137250357E0,2.138312263E1,2.369376324E1
2.478883862E1,-5.263251302E0,1.160677920E1,2.045970227E1,2.410432647E1
2.479877662E1,-6.016839870E0,1.166894680E1,1.890415930E1,2.301594926E1
2.480871362E1,-7.182099903E0,8.820938795E0,1.853501639E1,2.174714586E1
2.481865062E1,-8.175724275E0,4.252569139E0,2.084425727E1,2.279056543E1
2.482858862E1,-8.613169681E0,-1.323940601E0,2.467217208E1,2.616592413E1
2.483852562E1,-7.256631437E0,-5.725717528E0,2.759503146E1,2.910203262E1
2.484846262E1,-4.155497173E0,-7.486916424E0,2.650690205E1,2.785566245E1
2.485839962E1,-1.211708048E0,-7.041948575E0,2.116903034E1,2.234245111E1
2.486833762E1,1.846300735E-1,-5.668711853E0,1.401489065E1,1.511904568E1
2.487827462E1,8.354826245E-1,-4.156055582E0,6.602078329E0,7.845907690E0
2.488821162E1,1.544199222E0,-3.064532448E0,-4.564301455E-1,3.461825940E0
2.489814962E1,2.180793922E0,-2.403244371E0,-6.933948163E0,7.655787534E0
2.490808662E1,2.470843593E0,-1.960139738E0,-1.229219216E1,1.269035870E1
2.491802387E1,2.617584732E0,-1.399350826E0,-1.590761214E1,1.618215241E1
2.492796087E1,2.500934826E0,-9.391571201E-1,-1.771098466E1,1.791132795E1
2.493789887E1,2.304728874E0,-7.368773724E-1,-1.850307188E1,1.866061179E1
2.494783587E1,2.381585992E0,-8.966773908E-1,-1.886158689E1,1.903248387E1
2.495777287E1,2.512865777E0,-1.338481457E0,-1.900253637E1,1.921464065E1
2.496771087E1,2.586518767E0,-1.681805694E0,-1.924211433E1,1.948788120E1
2.497764787E1,2.529184187E0,-1.868962934E0,-1.981871645E1,2.006667180E1
2.498758487E1,2.001457918E0,-1.996008166E0,-2.067420387E1,2.086654231E1
2.499752187E1,1.228130465E0,-2.141263821E0,-2.139499949E1,2.153692918E1
2.500745987E1,7.375984072E-1,-2.382836857E0,-2.121265758E1,2.135881094E1
2.501739687E1,2.254072398E-1,-2.706977257E0,-1.998205725E1,2.016584108E1
2.502733387E1,-3.459080121E-1,-3.029803787E0,-1.807771735E1,1.833311834E1
2.503727187E1,-8.563373769E-1,-3.270621072E0,-1.586032921E1,1.621666793E1
2.504720887E1,-1.396064398E0,-3.519214568E0,-1.353912259E1,1.405851015E1
2.505714587E1,-1.792613062E0,-3.643963452E0,-1.154524077E1,1.223864844E1
2.506708387E1,-2.103153277E0,-3.572763369E0,-9.588106352E0,1.044603634E1
2.507702087E1,-2.412651518E0,-3.313860647E0,-7.459685941E0,8.511725681E0
2.508695787E1,-2.659303446E0,-2.833642566E0,-5.424313442E0,6.672675724E0
2.509689487E1,-2.367111063E0,-2.129218556E0,-3.498318958E0,4.730224305E0
2.510683287E1,-1.493268658E0,-2.122978700E0,-7.784094143E-1,2.709762178E0
2.511676987E1,1.373893401E-1,-2.769956155E0,3.644544373E0,4.579763817E0
2.512670687E1,2.651653242E0,-3.030059018E0,1.036772263E1,1.112214885E1
2.513664487E1,4.657351121E0,-2.448757197E0,1.691148551E1,1.771117369E1
2.514658187E1,4.721198038E0,-1.971516373E0,1.974748567E1,2.039950436E1
2.515651887E1,3.056461244E0,-1.131515605E0,1.994016546E1,2.020476383E1
2.516645587E1,1.430334929E0,5.908704607E-1,2.055012361E1,2.060831304E1
2.517639387E1,-2.834773637E-1,2.223051603E0,2.246765951E1,2.257915060E1
2.518633087E1,-1.871749717E0,3.537095938E0,2.375869198E1,2.409335882E1
2.519626787E1,-2.760547693E0,4.995145354E0,2.238461735E1,2.310071849E1
2.520620587E1,-2.820939490E0,6.131539437E0,1.818007871E1,1.939249178E1
2.521614287E1,-3.530254404E0,6.087154977E0,1.377789949E1,1.547083276E1
2.522607987E1,-5.465950295E0,3.830598097E0,1.159928892E1,1.338258562E1
2.523601687E1,-6.114822832E0,-2.871251675E-1,1.257759710E1,1.398818958E1
2.524595487E1,-3.968879485E0,-4.943832529E0,1.523879592E1,1.650498063E1
2.525589187E1,-2.301097899E-1,-7.925386262E0,1.841646760E1,2.005071013E1
2.526582888E1,2.577443596E0,-8.068265900E0,1.876553000E1,2.058847363E1
2.527576687E1,2.611293420E0,-6.414379783E0,1.476201512E1,1.630583367E1
2.528570388E1,1.323841783E0,-4.223639163E0,9.127880779E0,1.014445131E1
2.529564088E1,2.752328262E-1,-2.397989332E0,3.952470444E0,4.631212428E0
2.530557888E1,-3.217187388E-1,-8.938071388E-1,-1.022061721E0,1.395350963E0
2.531551588E1,-9.801705140E-1,1.422214609E-1,-5.604522874E0,5.691365199E0
2.532545287E1,-1.613087023E0,7.004077037E-1,-8.989818662E0,9.160210711E0
2.533538987E1,-1.681903635E0,9.751155961E-1,-1.073269765E1,1.090735756E1
2.534532787E1,-1.365099883E0,1.070096451E0,-1.140133377E1,1.153251993E1
2.535526487E1,-9.524017945E-1,8.819880156E-1,-1.196751265E1,1.203770456E1
2.536520187E1,-6.198472515E-1,5.266149328E-1,-1.274866791E1,1.277458678E1
2.537513987E1,-2.507428598E-1,1.816310365E-1,-1.372956875E1,1.373305937E1
2.538507687E1,2.295485303E-1,-8.280132450E-2,-1.470587133E1,1.470789584E1
2.539501387E1,6.692967157E-1,-2.907799148E-1,-1.547390661E1,1.549110380E1
2.540495087E1,1.033009536E0,-5.773239604E-1,-1.607955536E1,1.612304290E1
2.541488887E1,1.310278290E0,-9.003114353E-1,-1.663939702E1,1.671517045E1
2.542482587E1,1.292150752E0,-1.173485676E0,-1.717125976E1,1.725974750E1
2.543476287E1,9.993229958E-1,-1.444071647E0,-1.761365893E1,1.770098783E1
2.544470087E1,7.029046109E-1,-1.619848890E0,-1.767050205E1,1.775850861E1
2.545463787E1,6.720471729E-1,-1.849679987E0,-1.722406830E1,1.733613257E1
2.546457487E1,6.969417666E-1,-2.185881146E0,-1.619594419E1,1.635764079E1
2.547451287E1,6.463437630E-1,-2.480608443E0,-1.483077721E1,1.505068540E1
