"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.693856325E1,9.746126624E-1,-4.598802220E-1,-3.219599730E0,3.395170405E0
4.694850025E1,1.582284330E0,-4.128246079E-1,-3.229965089E0,3.620320750E0
4.695843825E1,2.220902752E0,-3.078591932E-1,-3.170337523E0,3.883069188E0
4.696837525E1,2.846917500E0,-1.477573854E-1,-2.992427216E0,4.132964086E0
4.697831325E1,3.371363627E0,1.104039831E-1,-2.637174366E0,4.281701809E0
4.698825125E1,3.631726984E0,3.326332612E-1,-2.143261814E0,4.230089476E0
4.699818825E1,3.418754725E0,4.216338037E-1,-1.562519279E0,3.782476098E0
4.700812625E1,2.925994075E0,4.516232226E-1,-9.725001365E-1,3.116273636E0
4.701806325E1,2.488268588E0,6.050186760E-1,-3.823704815E-1,2.589157266E0
4.702800125E1,2.060982427E0,9.518420698E-1,3.714870590E-1,2.300359651E0
4.703793825E1,1.631272010E0,1.373224005E0,1.269043432E0,2.481383439E0
4.704787625E1,1.214360272E0,1.748368936E0,2.149535877E0,3.025222188E0
4.705781325E1,9.462761052E-1,1.969622021E0,2.812927635E0,3.561939255E0
4.706775125E1,9.106105017E-1,1.923400512E0,3.185249677E0,3.830730546E0
4.707768825E1,1.106432146E0,1.705944755E0,3.259183041E0,3.841446823E0
4.708762625E1,1.489681683E0,1.439176504E0,3.276278545E0,3.876129724E0
4.709756325E1,1.869925825E0,1.181117754E0,3.293292773E0,3.967044118E0
4.710750125E1,2.217465466E0,9.410997844E-1,3.324575962E0,4.105560525E0
4.711743825E1,2.498275512E0,7.486416779E-1,3.327702468E0,4.227936685E0
4.712737625E1,2.652254628E0,5.862615757E-1,3.199374211E0,4.196921799E0
4.713731325E1,2.651546530E0,4.648328502E-1,3.009713924E0,4.037963160E0
4.714725125E1,2.557685855E0,4.576861274E-1,2.708525015E0,3.753310709E0
4.715718825E1,2.405605915E0,5.472968635E-1,2.318118705E0,3.385284036E0
4.716712625E1,2.215026592E0,7.178590111E-1,1.925272937E0,3.021314324E0
4.717706325E1,1.968283886E0,8.404583126E-1,1.625853395E0,2.687733412E0
4.718700125E1,1.660514520E0,7.926705540E-1,1.464964918E0,2.351968812E0
4.719693825E1,1.321187294E0,4.901112040E-1,1.652251820E0,2.171561865E0
4.720687625E1,9.683893977E-1,-1.395237017E-2,2.328447812E0,2.521833045E0
4.721681325E1,7.311128218E-1,-5.773057609E-1,3.267732840E0,3.397923750E0
4.722675125E1,6.556392279E-1,-1.000854747E0,4.144993528E0,4.314225813E0
4.723668825E1,7.060854232E-1,-1.427901172E0,4.767924308E0,5.026983249E0
4.724662625E1,8.866910043E-1,-1.855412743E0,5.014953967E0,5.420197475E0
4.725656325E1,1.096728692E0,-2.210405684E0,4.667114802E0,5.279267722E0
4.726650125E1,1.367661110E0,-2.436630072E0,3.739276868E0,4.667960424E0
4.727643825E1,1.701810042E0,-2.473754629E0,2.472867606E0,3.889819222E0
4.728637625E1,1.927040842E0,-2.289850341E0,1.051663250E0,3.172206895E0
4.729631325E1,1.974840953E0,-1.988086651E0,-5.176183337E-1,2.849634022E0
4.730625125E1,1.911785457E0,-1.606414327E0,-1.981139574E0,3.187538962E0
4.731618825E1,1.849343187E0,-1.167519835E0,-3.006968656E0,3.718202965E0
4.732612625E1,1.826094804E0,-8.732115642E-1,-3.449792916E0,3.999773972E0
4.733606425E1,1.711495809E0,-8.287641006E-1,-3.324831485E0,3.830218302E0
4.734600125E1,1.478744466E0,-1.099098641E0,-2.648929608E0,3.226690424E0
4.735593925E1,1.173410466E0,-1.575403034E0,-1.618530927E0,2.545275860E0
4.736587625E1,9.545741813E-1,-1.917517336E0,-5.938578397E-1,2.222780182E0
4.737581425E1,9.591541591E-1,-2.025727809E0,1.003762275E-1,2.243574212E0
4.738575125E1,9.894032675E-1,-2.140073912E0,4.752657813E-1,2.405142977E0
4.739568883E1,9.682937957E-1,-2.222600344E0,6.243013680E-1,2.503457083E0
4.740562583E1,9.333865030E-1,-2.265854830E0,5.937753940E-1,2.521483233E0
4.741556383E1,9.379091781E-1,-2.256441544E0,4.060370868E-1,2.477108835E0
4.742550083E1,9.483217536E-1,-2.139828768E0,1.021309769E-1,2.342778701E0
4.743543883E1,1.045370184E0,-1.976816581E0,-3.351857901E-1,2.261183790E0
4.744537583E1,1.138532410E0,-1.785962878E0,-7.539879334E-1,2.248203116E0
4.745531383E1,1.180254778E0,-1.608411297E0,-1.066773040E0,2.262298160E0
4.746525083E1,1.192016891E0,-1.431938382E0,-1.338693711E0,2.294221579E0
4.747518883E1,1.203388264E0,-1.264354112E0,-1.631301246E0,2.389116655E0
4.748512583E1,1.208000401E0,-1.097532757E0,-1.899591966E0,2.504454583E0
4.749506383E1,1.223465117E0,-9.519357714E-1,-2.110341990E0,2.618509485E0
4.750500083E1,1.222678959E0,-8.436210716E-1,-2.231466478E0,2.680687037E0
4.751493883E1,1.243303843E0,-7.840889610E-1,-2.255078119E0,2.691835297E0
4.752487583E1,1.226708568E0,-7.544950332E-1,-2.073234975E0,2.524357329E0
4.753481383E1,1.227001806E0,-7.283421917E-1,-1.729391212E0,2.242054804E0
4.754475083E1,1.200269798E0,-7.508365765E-1,-1.321568386E0,1.936735953E0
4.755468883E1,1.149794147E0,-7.701050524E-1,-9.952294332E-1,1.704573259E0
4.756462583E1,1.079684277E0,-7.872175138E-1,-7.968374991E-1,1.555756907E0
4.757456383E1,9.981061171E-1,-7.840022761E-1,-7.016804963E-1,1.450252016E0
4.758450083E1,9.009496589E-1,-7.673532066E-1,-6.801492941E-1,1.364970437E0
4.759443883E1,7.966538966E-1,-7.375932178E-1,-6.374114102E-1,1.258965644E0
4.760437583E1,7.157573757E-1,-7.074170534E-1,-5.082967025E-1,1.127436493E0
4.761431383E1,6.499343920E-1,-6.711268942E-1,-2.834554732E-1,9.763058062E-1
4.762425083E1,6.679904477E-1,-6.436767018E-1,-5.007497013E-2,9.289986207E-1
4.763418883E1,7.482487451E-1,-6.506221707E-1,1.135961974E-1,9.980428295E-1
4.764412583E1,8.213373327E-1,-6.860776399E-1,2.331945616E-1,1.095297789E0
4.765406383E1,8.866236882E-1,-7.153349143E-1,3.029430735E-1,1.178804526E0
4.766400083E1,9.382353066E-1,-7.324048372E-1,4.006775290E-1,1.255884078E0
4.767393883E1,9.623521475E-1,-7.173592204E-1,5.025810492E-1,1.301273844E0
4.768387683E1,9.720902467E-1,-7.227385126E-1,6.034747553E-1,1.353326341E0
4.769381383E1,9.900068463E-1,-7.478084497E-1,5.876855189E-1,1.372845695E0
4.770375183E1,1.018979654E0,-7.637945911E-1,4.627673578E-1,1.354937393E0
4.771368883E1,1.130253849E0,-6.539131299E-1,2.298943931E-1,1.325868612E0
4.772362683E1,1.209670366E0,-3.243508995E-1,-6.787389457E-2,1.254237923E0
4.773356383E1,1.040214329E0,-4.860395685E-2,-3.895216262E-1,1.111816213E0
4.774350183E1,5.898030149E-1,-1.360802034E-1,-7.140736699E-1,9.361018236E-1
4.775343883E1,-9.720747516E-2,-5.710140838E-1,-7.103758907E-1,9.165916666E-1
4.776337683E1,-7.678298277E-1,-1.110021971E0,1.848193771E-1,1.362303058E0
4.777331383E1,-1.082701440E0,-1.480147213E0,1.863478977E0,2.614504175E0
4.778325183E1,-8.915592498E-1,-1.751872880E0,3.781834658E0,4.262183696E0
4.779318883E1,-5.880973090E-1,-1.995787142E0,5.305909663E0,5.699272069E0
4.780312683E1,-2.316076273E-1,-2.242296106E0,5.668365113E0,6.100155488E0
4.781306383E1,1.156273374E-1,-2.496008839E0,4.759714233E0,5.375714779E0
4.782300183E1,5.225976764E-1,-2.504190556E0,3.127023688E0,4.040093541E0
4.783293883E1,7.115595134E-1,-2.156807328E0,1.392871088E0,2.664249361E0
4.784287683E1,2.876862261E-1,-1.663852403E0,-1.160964668E-1,1.692526684E0
4.785281383E1,-6.496562838E-1,-1.183207330E0,-1.157313666E0,1.778034813E0
4.786275183E1,-1.702188650E0,-6.856385871E-1,-1.627949038E0,2.453113234E0
4.787268883E1,-2.260614848E0,-2.105248334E-1,-1.647417927E0,2.805117826E0
4.788262683E1,-2.242591098E0,8.546538904E-2,-1.486413674E0,2.691829262E0
4.789256383E1,-1.712435018E0,1.913823650E-1,-1.463288521E0,2.260591559E0
4.790250183E1,-9.737606500E-1,7.739535436E-2,-1.644166875E0,1.912455112E0
4.791243883E1,-4.123719237E-1,-8.297432899E-2,-1.712399204E0,1.763305525E0
4.792237683E1,-6.053483494E-2,-1.305028367E-1,-1.450210639E0,1.457328499E0
4.793231383E1,1.290291922E-1,-3.927896351E-2,-1.022295025E0,1.031153959E0
4.794225183E1,2.273591866E-1,6.943268918E-2,-6.235043925E-1,6.672861646E-1
4.795218883E1,2.278082527E-1,5.852609709E-2,-3.445044976E-1,4.171393687E-1
4.796212683E1,2.167950220E-1,-4.222705655E-2,-2.601081258E-1,3.412322420E-1
4.797206383E1,3.726494855E-1,-1.505120087E-1,-3.453412342E-1,5.298887353E-1
4.798200183E1,6.962172966E-1,-1.502800935E-1,-5.747052848E-1,9.151987735E-1
4.799193883E1,1.056619935E0,-7.735544711E-2,-8.077507424E-1,1.332250282E0
4.800187683E1,1.404827036E0,1.875487112E-2,-9.884647894E-1,1.717833923E0
4.801181383E1,1.677596869E0,5.283032432E-2,-1.147803170E0,2.033365293E0
4.802175183E1,1.861452917E0,4.446208164E-2,-1.193759362E0,2.211796838E0
4.803168883E1,2.004233445E0,9.668297991E-3,-1.025987542E0,2.251598457E0
4.804162683E1,2.087337874E0,-3.774421558E-2,-6.690343219E-1,2.192261606E0
4.805156483E1,2.107398063E0,-1.054777039E-1,-3.157993466E-1,2.133537290E0
4.806150183E1,2.108068885E0,-1.631945098E-1,-1.222711265E-2,2.114411590E0
4.807143983E1,2.026128344E0,-2.161448117E-1,2.262252653E-1,2.050144511E0
4.808137683E1,1.893361465E0,-2.611906281E-1,3.350027722E-1,1.940429086E0
4.809131483E1,1.731968080E0,-2.309420680E-1,3.072115409E-1,1.774098814E0
4.810125183E1,1.468095079E0,-1.468414556E-1,1.565521824E-1,1.483702854E0
4.811118983E1,1.108253773E0,-2.074738294E-2,-2.309416294E-2,1.108688513E0
4.812112683E1,6.421822996E-1,1.146128820E-1,-1.401413870E-1,6.672134794E-1
4.813106483E1,1.297830445E-1,2.830583742E-1,-1.124150598E-1,3.310631775E-1
4.814100183E1,-3.813480958E-1,4.941504606E-1,2.431623101E-2,6.246617701E-1
4.815093983E1,-7.150976636E-1,6.778154511E-1,2.978864014E-1,1.029337050E0
4.816087683E1,-8.426209784E-1,7.641288326E-1,7.112570661E-1,1.341562373E0
4.817081483E1,-8.242395251E-1,6.746969848E-1,1.143397293E0,1.562672130E0
4.818075183E1,-6.484329001E-1,4.238737989E-1,1.522115604E0,1.707913972E0
4.819068983E1,-3.691405714E-1,1.029698331E-1,1.811945711E0,1.852029916E0
4.820062683E1,2.623324066E-2,-1.929608940E-1,2.048632230E0,2.057866882E0
4.821056483E1,4.188625158E-1,-4.688599373E-1,2.193823857E0,2.282134651E0
4.822050183E1,7.037431017E-1,-7.360278451E-1,2.160290660E0,2.388272823E0
4.823043983E1,8.618266699E-1,-9.979387406E-1,1.997524642E0,2.393476892E0
4.824037683E1,8.852243033E-1,-1.240458295E0,1.769605438E0,2.335350564E0
4.825031483E1,9.115806279E-1,-1.447212186E0,1.418893536E0,2.222309884E0
4.826025183E1,1.044406563E0,-1.563628788E0,1.051419421E0,2.154345111E0
4.827018983E1,1.277895240E0,-1.633917583E0,7.575535655E-1,2.208300323E0
4.828012683E1,1.498197276E0,-1.789652471E0,5.822663194E-1,2.405511403E0
4.829006483E1,1.693715888E0,-2.036799512E0,4.483463699E-1,2.686678289E0
4.830000183E1,1.886350653E0,-2.323123629E0,2.860709327E-1,3.006170116E0
4.830993983E1,1.939153788E0,-2.542439240E0,8.119209766E-2,3.198578881E0
4.831987683E1,1.937657486E0,-2.704980141E0,-1.008989686E-1,3.328905931E0
4.832981483E1,1.836746384E0,-2.855661426E0,-1.403641659E-1,3.398255664E0
4.833975183E1,1.716114232E0,-3.101799092E0,1.457757640E-1,3.547880528E0
4.834968983E1,1.689618159E0,-3.342856989E0,7.953938216E-1,3.829119181E0
4.835962683E1,1.828512335E0,-3.550437530E0,1.653853957E0,4.322533624E0
4.836956483E1,2.180013026E0,-3.683007358E0,2.399448797E0,4.906562394E0
4.837950183E1,2.672830102E0,-3.726507426E0,2.877766240E0,5.414094281E0
4.838943938E1,3.155365142E0,-3.768600655E0,2.935654845E0,5.725098204E0
4.839937638E1,3.679221870E0,-3.730822087E0,2.590203098E0,5.845071351E0
4.840931438E1,4.076824056E0,-3.713986783E0,1.923757339E0,5.840807693E0
4.841925138E1,4.333093777E0,-3.586918893E0,1.076812710E0,5.727234450E0
4.842918938E1,4.485696166E0,-3.370624539E0,2.033626521E-1,5.614618085E0
4.843912638E1,4.537684637E0,-3.133529300E0,-6.047061789E-1,5.547545160E0
4.844906438E1,4.545105923E0,-2.870859509E0,-1.249516071E0,5.519158685E0
4.845900138E1,4.547203027E0,-2.629791087E0,-1.747563774E0,5.535958424E0
4.846893938E1,4.489396868E0,-2.437204561E0,-2.112025403E0,5.527685014E0
4.847887738E1,4.452744474E0,-2.305412998E0,-2.307259256E0,5.519538723E0
4.848881438E1,4.432529773E0,-2.152814703E0,-2.283395600E0,5.431006057E0
4.849875238E1,4.465121568E0,-1.974298624E0,-2.097444786E0,5.313608972E0
4.850868938E1,4.522749386E0,-1.876907400E0,-1.710653810E0,5.186943210E0
4.851862738E1,4.482494230E0,-1.957395201E0,-1.065462679E0,5.005932602E0
4.852856438E1,4.385079910E0,-2.128601383E0,-3.378994828E-1,4.886107420E0
4.853850238E1,4.351048238E0,-2.347520406E0,3.181101662E-1,4.954156528E0
4.854843938E1,4.322808525E0,-2.635844709E0,8.768794495E-1,5.138411082E0
4.855837738E1,4.244485071E0,-2.916916273E0,1.421280954E0,5.342667275E0
4.856831438E1,4.173430291E0,-3.130728191E0,1.871953931E0,5.542850433E0
4.857825238E1,4.101797222E0,-3.352455194E0,2.076169692E0,5.689831005E0
4.858818938E1,3.985760981E0,-3.548104491E0,2.100504050E0,5.734758351E0
4.859812738E1,3.877226134E0,-3.723640536E0,1.927888396E0,5.710966206E0
4.860806438E1,3.839525042E0,-3.923507138E0,1.663988351E0,5.736263422E0
4.861800238E1,3.787158840E0,-4.258736198E0,1.538414717E0,5.903060725E0
4.862793938E1,3.792300881E0,-4.637354521E0,1.539047971E0,6.185084606E0
4.863787738E1,3.987738802E0,-4.776236710E0,1.477735822E0,6.395170132E0
4.864781437E1,4.213917874E0,-4.534444110E0,1.268383867E0,6.318788244E0
4.865775238E1,4.362543571E0,-3.945270475E0,8.561417145E-1,5.943898062E0
4.866768937E1,4.257387537E0,-3.461288542E0,4.162697142E-1,5.502649133E0
4.867762738E1,3.735837828E0,-3.303830625E0,2.442229950E-1,4.993137886E0
4.868756437E1,2.825359985E0,-3.382593205E0,4.448169905E-1,4.429724370E0
4.869750237E1,1.769695193E0,-3.419883238E0,9.022259599E-1,3.954925299E0
4.870743937E1,8.685788883E-1,-3.119032298E0,1.430096217E0,3.539486821E0
4.871737737E1,2.771162143E-1,-2.495285246E0,1.864170703E0,3.127039217E0
4.872731437E1,-1.749620678E-1,-1.771675352E0,2.112431200E0,2.762573231E0
4.873725237E1,-6.304630908E-1,-1.294074339E0,2.220732744E0,2.646462927E0
4.874718937E1,-1.101892587E0,-1.108195447E0,2.323532642E0,2.800190772E0
4.875712737E1,-1.571212627E0,-1.107909079E0,2.450161114E0,3.114395789E0
4.876706437E1,-1.903472909E0,-1.085969449E0,2.577857872E0,3.383473063E0
4.877700237E1,-2.130619257E0,-9.759446581E-1,2.661723901E0,3.546375688E0
4.878693937E1,-2.287712599E0,-8.061969180E-1,2.608254037E0,3.561821378E0
4.879687737E1,-2.306629219E0,-6.223812886E-1,2.288002621E0,3.307998309E0
4.880681437E1,-2.257181801E0,-4.262033296E-1,1.611382706E0,2.805899711E0
4.881675237E1,-2.210220181E0,-1.300818189E-1,7.830754924E-1,2.348446668E0
4.882668937E1,-2.150193981E0,1.595083519E-1,2.145928144E-4,2.156102297E0
4.883662737E1,-2.320636078E0,2.899622182E-1,-6.994065142E-1,2.441024245E0
4.884656437E1,-2.595461207E0,4.711713051E-1,-1.139946851E0,2.873656225E0
4.885650237E1,-2.942811544E0,7.757764862E-1,-1.245945761E0,3.288517870E0
4.886643937E1,-3.296451732E0,1.166861585E0,-1.068442420E0,3.656464027E0
4.887637737E1,-3.682623196E0,1.377583689E0,-5.346547812E-1,3.968035554E0
4.888631437E1,-4.077404100E0,1.421483999E0,3.011012006E-1,4.328568226E0
4.889625237E1,-4.335334430E0,1.463624005E0,1.321819232E0,4.762827514E0
4.890618937E1,-4.337675071E0,1.531394989E0,2.242432346E0,5.117528550E0
4.891612737E1,-4.202555565E0,1.489986031E0,2.766488464E0,5.247379352E0
4.892606537E1,-3.958346603E0,1.188175563E0,2.924537534E0,5.062922949E0
4.893600237E1,-3.606494202E0,6.962212434E-1,2.977319764E0,4.728208691E0
4.894594037E1,-3.127789381E0,1.702832720E-1,3.040310649E0,4.365266504E0
4.895587737E1,-2.610011711E0,-4.037417989E-1,3.032187697E0,4.021110643E0
4.896581537E1,-2.082525616E0,-9.326574283E-1,2.863849282E0,3.661747606E0
4.897575237E1,-1.445282898E0,-1.288186047E0,2.505580439E0,3.166417421E0
4.898569037E1,-7.938138308E-1,-1.421725489E0,1.998167251E0,2.577618305E0
4.899562737E1,-3.228086963E-1,-1.383402399E0,1.348890086E0,1.958956895E0
4.900556537E1,-2.221920021E-2,-1.236677924E0,6.761913139E-1,1.409645585E0
4.901550237E1,1.716405570E-1,-1.034675115E0,5.492523551E-2,1.050252282E0
4.902544037E1,2.100261390E-1,-9.596621360E-1,-5.772102320E-1,1.139400740E0
4.903537737E1,2.402430146E-1,-9.867145716E-1,-1.270191826E0,1.626256322E0
4.904531537E1,2.877962999E-1,-1.026144832E0,-1.983987168E0,2.252111234E0
4.905525237E1,3.719898465E-1,-1.011000105E0,-2.647692922E0,2.858456833E0
4.906519037E1,4.661724839E-1,-9.480288081E-1,-3.241962991E0,3.409750642E0
4.907512737E1,6.422557553E-1,-7.968505092E-1,-3.688614838E0,3.827968470E0
4.908506537E1,8.524358954E-1,-5.666650710E-1,-3.940546217E0,4.071321744E0
4.909500237E1,1.044728891E0,-2.828619808E-1,-4.003470443E0,4.147197240E0
4.910494037E1,1.158374351E0,-7.886549056E-2,-3.899471281E0,4.068651764E0
4.911487737E1,1.124965992E0,4.061315194E-2,-3.683501447E0,3.851672471E0
4.912481537E1,9.738732089E-1,2.930741429E-2,-3.387108425E0,3.524456190E0
4.913475237E1,6.707225592E-1,-1.088096666E-1,-3.117243050E0,3.190440805E0
4.914469037E1,4.360962703E-1,-2.449737775E-1,-2.901621711E0,2.944418561E0
4.915462737E1,2.956386221E-1,-3.013195941E-1,-2.756039490E0,2.788180296E0
4.916456537E1,1.987134213E-1,-3.102979937E-1,-2.547891476E0,2.574397569E0
4.917450237E1,1.444587152E-1,-3.899676226E-1,-2.237916541E0,2.276227913E0
4.918444037E1,1.510159656E-1,-4.282781410E-1,-1.809919066E0,1.866021172E0
4.919437737E1,2.714527840E-1,-3.202283201E-1,-1.476333075E0,1.534858996E0
4.920431537E1,4.650842805E-1,-1.271974057E-1,-1.357011868E0,1.440126307E0
4.921425238E1,6.716519742E-1,1.020258732E-1,-1.523356383E0,1.667974917E0
4.922419037E1,8.279218823E-1,2.609686898E-1,-1.849680133E0,2.043251305E0
4.923412738E1,8.902871150E-1,3.705729930E-1,-2.105553120E0,2.315877681E0
4.924406537E1,9.163547333E-1,4.877713676E-1,-2.253641458E0,2.481234920E0
4.925400238E1,8.322223632E-1,5.758886151E-1,-2.286736699E0,2.500681205E0
4.926394038E1,5.850571589E-1,6.055538790E-1,-2.116965716E0,2.278273737E0
4.927387738E1,2.054637394E-1,5.677488524E-1,-1.834786690E0,1.931578708E0
4.928381538E1,-2.697169832E-1,4.438923995E-1,-1.526099896E0,1.612069666E0
4.929375238E1,-7.250366876E-1,3.113157016E-1,-1.240188008E0,1.469919032E0
4.930369038E1,-1.127925341E0,2.402584367E-1,-9.868240607E-1,1.517814685E0
4.931362738E1,-1.480009950E0,2.137829751E-1,-7.571571243E-1,1.676132311E0
4.932356538E1,-1.767677465E0,2.838603929E-1,-5.438787639E-1,1.871113159E0
4.933350238E1,-1.930496547E0,3.374884236E-1,-2.651104188E-1,1.977624557E0
4.934344038E1,-1.950721481E0,3.790618345E-1,1.806415415E-1,1.995403102E0
4.935337738E1,-1.875471324E0,5.290493479E-1,7.704121774E-1,2.095428554E0
4.936331538E1,-1.697688340E0,7.253454937E-1,1.396281184E0,2.314707958E0
4.937325238E1,-1.441808044E0,9.459455913E-1,1.869043772E0,2.543019488E0
4.938319038E1,-1.101910421E0,1.207443454E0,2.073784028E0,2.640588280E0
4.939312750E1,-7.325350108E-1,1.462043941E0,1.922614208E0,2.524009790E0
4.940306550E1,-4.365997156E-1,1.674722670E0,1.459687806E0,2.264067981E0
4.941300250E1,-2.411269126E-1,1.795831370E0,9.554408848E-1,2.048418849E0
4.942294050E1,-1.925411187E-1,1.851526391E0,5.994653195E-1,1.955653530E0
4.943287750E1,-1.723774158E-1,1.854517242E0,4.036198479E-1,1.905743203E0
4.944281550E1,-1.397064364E-1,1.876010876E0,4.158995855E-1,1.926631039E0
4.945275250E1,-1.312525868E-2,2.041150425E0,6.731998783E-1,2.149340691E0
4.946269050E1,1.978605135E-1,2.409197275E0,1.020619213E0,2.623936712E0
4.947262750E1,2.165763727E-1,2.548676757E0,1.252053178E0,2.847858090E0
4.948256550E1,-8.239500697E-2,2.164994745E0,1.367728645E0,2.562161750E0
4.949250250E1,-4.138796283E-1,1.506220971E0,1.462002718E0,2.139497583E0
4.950244050E1,-5.921696755E-1,1.031802744E0,1.703772807E0,2.078009529E0
4.951237850E1,-6.085947600E-1,8.484697290E-1,2.108538709E0,2.352918177E0
4.952231550E1,-7.311853272E-1,7.725928965E-1,2.545536218E0,2.758855995E0
4.953225350E1,-1.032939296E0,6.353494627E-1,2.880934262E0,3.125766266E0
4.954219050E1,-1.404788883E0,3.908839544E-1,2.898667697E0,3.244764474E0
4.955212850E1,-1.754141599E0,1.159126084E-1,2.620486997E0,3.155534913E0
4.956206550E1,-1.936066897E0,-9.243095778E-3,2.191114258E0,2.923939492E0
4.957200350E1,-1.983647006E0,2.071719669E-2,1.800615562E0,2.679085861E0
4.958194050E1,-1.998958233E0,1.413884519E-1,1.475720871E0,2.488689776E0
4.959187850E1,-1.913391687E0,2.266173942E-1,1.130425245E0,2.233894453E0
4.960181550E1,-1.847172408E0,1.268780746E-1,7.664033264E-1,2.003875747E0
4.961175350E1,-1.748903956E0,-7.623351261E-2,4.262129045E-1,1.801703093E0
4.962169050E1,-1.604785293E0,-3.185017835E-1,1.624701494E-1,1.644133745E0
4.963162850E1,-1.412479872E0,-5.582973399E-1,-1.297497153E-2,1.518869204E0
4.964156550E1,-1.233873892E0,-7.947602027E-1,-5.262084782E-2,1.468624361E0
4.965150350E1,-1.103940428E0,-9.979773322E-1,7.372695744E-2,1.489992916E0
4.966144050E1,-9.410341495E-1,-1.123500022E0,2.180368245E-1,1.481667178E0
4.967137850E1,-7.720817037E-1,-1.166298790E0,3.100187892E-1,1.432646040E0
4.968131550E1,-6.181837186E-1,-1.140796378E0,3.158589882E-1,1.335415436E0
4.969125350E1,-4.972263518E-1,-1.120133780E0,2.782491124E-1,1.256724432E0
4.970119050E1,-4.502131300E-1,-1.096428583E0,2.204230732E-1,1.205584436E0
4.971112850E1,-4.234696101E-1,-1.022710031E0,1.152649927E-1,1.112900866E0
4.972106550E1,-3.844052394E-1,-8.851658311E-1,-4.298989892E-2,9.659886480E-1
4.973100350E1,-3.352421426E-1,-6.941485517E-1,-1.989339709E-1,7.961182266E-1
4.974094050E1,-3.000925924E-1,-4.687943754E-1,-3.542231548E-1,6.597710010E-1
4.975087850E1,-2.644937934E-1,-2.882902434E-1,-5.676588053E-1,6.894234913E-1
4.976081550E1,-1.716312014E-1,-6.614238784E-2,-7.670704937E-1,7.888150779E-1
4.977075350E1,-8.569346700E-2,1.986962816E-1,-9.956744063E-1,1.018916633E0
4.978069050E1,-1.159208676E-2,4.911700617E-1,-1.234857686E0,1.329005610E0
4.979062850E1,3.190651992E-2,8.119540865E-1,-1.466477008E0,1.676556673E0
4.980056550E1,-2.693174539E-2,1.111508260E0,-1.649693078E0,1.989387640E0
4.981050350E1,-1.678448918E-1,1.326867425E0,-1.818823791E0,2.257624649E0
4.982044050E1,-2.779895508E-1,1.460792637E0,-1.908601940E0,2.419494717E0
4.983037850E1,-3.490724887E-1,1.562123130E0,-1.877617545E0,2.467291616E0
4.984031550E1,-3.372567277E-1,1.642421481E0,-1.702831990E0,2.389754633E0
4.985025350E1,-3.120175137E-1,1.688960786E0,-1.402832404E0,2.217629865E0
4.986019050E1,-1.565532057E-1,1.708920695E0,-1.141765920E0,2.061200685E0
4.987012850E1,6.744973389E-2,1.707175594E0,-9.571699065E-1,1.958359570E0
4.988006550E1,3.749624247E-1,1.687925390E0,-8.121870250E-1,1.910323718E0
4.989000350E1,6.973488059E-1,1.664247383E0,-6.700868207E-1,1.924845723E0
4.989994050E1,8.972618200E-1,1.572723109E0,-6.360226965E-1,1.919130434E0
4.990987850E1,9.619330484E-1,1.514404588E0,-7.052443743E-1,1.927720434E0
4.991981550E1,9.952690481E-1,1.531450245E0,-8.991678661E-1,2.035780730E0
4.992975350E1,9.961120704E-1,1.630274037E0,-1.098453839E0,2.203777105E0
4.993969050E1,9.471151806E-1,1.702488466E0,-1.203038308E0,2.289715116E0
4.994962850E1,7.777571574E-1,1.691798732E0,-1.197006320E0,2.213574773E0
4.995956550E1,6.000932739E-1,1.645594619E0,-9.603262335E-1,1.997578550E0
4.996950350E1,4.537582603E-1,1.559619353E0,-6.435275978E-1,1.747122449E0
4.997944050E1,3.018954717E-1,1.441631896E0,-2.831180888E-1,1.499866411E0
4.998937850E1,1.996440787E-1,1.235522807E0,7.561911643E-2,1.253831175E0
4.999931550E1,1.977625178E-1,1.084655872E0,5.801063579E-1,1.245837775E0
5.000925350E1,2.030841236E-1,9.054106459E-1,1.170265249E0,1.493496686E0
5.001919050E1,2.193854482E-1,7.024991065E-1,1.676368661E0,1.830804975E0
5.002912850E1,2.569312605E-1,5.167181548E-1,1.994666523E0,2.076464751E0
5.003906550E1,2.860359956E-1,3.723335896E-1,2.146019946E0,2.196781851E0
5.004900350E1,3.075517758E-1,2.325099988E-1,2.068208123E0,2.103837883E0
5.005894050E1,3.155107865E-1,1.522062394E-1,1.858081412E0,1.890814727E0
5.006887850E1,3.997656557E-1,3.414687695E-1,1.525359054E0,1.613422990E0
5.007881550E1,5.257491794E-1,7.457136847E-1,1.063421416E0,1.401201701E0
5.008875350E1,6.036867899E-1,1.124139196E0,5.047819412E-1,1.372199505E0
5.009869050E1,4.001166348E-1,1.153968036E0,-2.806254208E-2,1.221688608E0
5.010862850E1,-1.824404831E-2,7.253516333E-1,-3.031857330E-1,7.863774068E-1
5.011856550E1,-4.839640993E-1,9.277967110E-2,4.424588084E-3,4.927970107E-1
5.012850350E1,-8.233454128E-1,-4.301302466E-1,9.526108325E-1,1.330555183E0
5.013844050E1,-8.889228865E-1,-7.609252162E-1,2.110926127E0,2.413545151E0
5.014837850E1,-6.754013550E-1,-9.848975493E-1,3.010262393E0,3.238498085E0
