,0,1,2,3,4,5,6,7,8,9,10,label
0,5.552792574999998,0.22423688359999994,1.9815990209980168,1.7360078625000002,0.8388053495027638,0.5645484885400001,0.693529658743678,3.5692496932722477,1.8663327915379506,1.4471338034449994,1.0200555189821292,Walking
1,10.31643477,0.3196048353,2.8695033160896637,2.6214864859999993,0.9281291246077038,0.65070088881,0.21709725798790225,3.604205268431585,2.8034348847577535,2.3110061629000005,0.46829055259441366,Walking
2,8.188389014999998,0.10420955180000002,3.1282127761958227,2.929797248,0.45631562989937513,0.3110516998,-0.26263177861554504,3.435795426491808,2.9334066058972175,1.6969165310000003,1.3715103316269606,Walking
3,7.707664552000001,0.4548867493,2.6441513251662014,2.193178722,0.23377066239143862,-0.23868604730999998,1.0813493845171005,3.845109568006734,2.4792828234343443,2.0800020493,0.579259027254168,Walking
4,8.716853319000002,0.3190113462,2.87175393914195,2.6094327910000006,0.7450019505971908,0.761439552,-0.11734081611155261,2.4948770965952463,2.7757886023584684,2.1626330022999998,0.8578543570492975,Walking
5,8.170150518,0.22552214560000006,2.332268926110336,2.153877295,0.7327501009412191,0.4974418034,1.633693776229791,3.854111147463442,2.2928477758788484,1.9089760145999999,0.6051905029855139,Walking
6,7.613645829999999,0.3174913365,2.6551878432850904,2.4770072809999997,-0.0670498049880357,-0.06890271199999987,-0.1624953074003001,1.7587720468718118,2.619912846706672,1.7059569157999999,0.752758577173778,Walking
7,7.953634485000002,0.2716381956,2.40282710965357,2.1305237045,0.5689613078604415,0.23335762584999997,0.9479188134234597,3.2957516824453066,2.338573500075852,1.8258524095,0.8090832832736301,Walking
8,9.241350324000003,0.17061217009999996,2.2938912054759433,1.9112820209999999,0.9748832720117326,0.71862382695,2.0767503254302784,4.10247697691841,2.142418065672328,1.5746196275999997,0.9254636126910714,Walking
9,7.548028370000001,0.3310631775,2.9891703965139165,2.6046603809999995,0.510287759360358,0.16830815571000002,0.9202861888626279,6.6514522270902035,2.839487941512993,2.1431979845,1.1531132394778656,Walking
10,7.536023959000001,0.17639469760000004,2.2286853337131243,1.9618746830000005,0.3061816913479787,0.41336138219999996,0.2194827954384356,3.281453928703371,2.057935557168072,1.5838296093999995,0.980368706776563,Walking
11,11.46365462,0.19465196490000003,3.977760279321276,3.776753128,1.4417098155213655,1.2797206493000002,0.356196494261531,11.598023682172652,3.7227691937510494,3.566672728,0.7590477199901364,Walking
12,11.13189602,0.38304646119999997,2.673552371057454,2.329648165,0.7627274031431658,0.3161948010900001,0.7646191798989181,6.151213450032067,2.5199375286796153,2.1901315558,0.6040554727340524,Walking
13,11.40666821,0.3747736742000001,2.9276292507807193,2.601422845,0.7401924296869069,0.9155948879000001,1.1243246750579083,6.9875772785903365,2.937981027688754,2.5911012938,0.8299529707863315,Walking
14,6.121756822000002,0.14703412939999994,1.8020362885815473,1.5892929054999998,-0.04126411648949602,0.04607419555000003,0.5928203207200146,1.778417786437842,1.75857277099826,1.4804609738000005,0.9604023211425454,Walking
15,9.412030557999998,0.16776729899999998,2.316203724156461,2.037552068,0.509685459845696,0.16055080089999996,1.0262772142659575,3.916470883967847,2.1929461351726802,1.9781426933999997,0.5822018670871996,Walking
16,8.288336946000001,0.3832397752,2.159869241401588,1.9030811850000005,0.6375136249645345,0.6929407361600001,-0.03818054957695988,3.6898494084512237,2.0363935222113927,1.8026835950000004,0.7934879639593899,Walking
17,7.716139836,0.27815304860000006,2.3532012693037787,2.1042714469999995,0.4700640560880598,0.412965745,0.6628391925256122,3.912335244694823,2.3711987712345124,1.9566822862490003,0.7703399479477678,Walking
18,8.337434755,0.10403728320000005,2.674902256002783,2.3236886330000006,0.16223978169966236,-0.09181707319999999,1.308526423033702,5.1857101759323285,2.4788977726645953,1.9892663035,1.1493349526798353,Walking
19,9.981116911999997,0.1910310019,2.095152124914713,1.7789605169999998,0.3358576758321241,-0.04441091850000001,1.1554842962990712,4.581668880750627,1.9547819769576122,1.7397039711,0.6600571220886665,Walking
